@relation 'gamma_training_keyboard.arff-weka.filters.unsupervised.attribute.Remove-R23-26-weka.filters.unsupervised.attribute.AddExpression-E(a7+a9+a11+a13)/4-NmeanGhostx-weka.filters.unsupervised.attribute.AddExpression-E(a8+a10+a12+a14)/4-NmeanGhosty-weka.filters.unsupervised.attribute.AddExpression-E(a15+a16+a17+a18)/4-NmeanDist-weka.filters.unsupervised.attribute.Reorder-R1-22,24-26,23-weka.filters.unsupervised.attribute.Reorder-R1-22,24-26,23-weka.filters.unsupervised.attribute.Reorder-R1-22,24-26,23-weka.filters.unsupervised.attribute.Reorder-R1-22,24-26,23-weka.filters.unsupervised.attribute.Reorder-R1-22,24-26,23-weka.filters.unsupervised.attribute.Reorder-R1-22,24-26,23-weka.filters.unsupervised.attribute.Reorder-R1-22,24-26,23-weka.filters.unsupervised.attribute.Reorder-R1-22,24-26,23-weka.filters.unsupervised.attribute.Reorder-R1-22,24-26,23-weka.filters.unsupervised.attribute.Remove-R15-25'

@attribute PacX numeric
@attribute PacY numeric
@attribute LegalNorth {1,0}
@attribute LegalSouth {1,0}
@attribute LegalEast {1,0}
@attribute LegalWest {1,0}
@attribute Gosth1x numeric
@attribute Gosth1y numeric
@attribute Gosth2x numeric
@attribute Gosth2y numeric
@attribute Gosth3x numeric
@attribute Gosth3y numeric
@attribute Gosth4x numeric
@attribute Gosth4y numeric
@attribute Direction {North,South,East,West,Stop}

@data
4,6,1,1,1,1,6,8,10,9,19,4,23,15,East
4,7,1,1,1,1,6,8,10,9,19,4,24,15,East
5,7,1,1,1,1,6,7,11,9,18,4,24,15,Stop
6,7,1,1,0,1,1,1,11,9,18,5,25,15,Stop
6,7,1,1,0,1,1,1,11,9,17,5,25,16,South
6,7,1,1,0,1,1,1,11,10,17,5,25,16,East
6,6,1,0,1,1,1,1,11,11,17,5,25,15,East
7,6,0,0,1,1,1,1,11,11,18,5,25,16,North
8,6,1,1,1,1,1,1,11,10,18,5,25,16,North
8,7,1,1,1,0,1,1,11,9,18,4,25,16,East
8,8,1,1,1,0,1,1,11,9,18,3,25,16,East
9,8,1,1,1,1,1,1,11,10,17,3,25,17,East
10,8,1,1,1,1,1,1,10,10,17,4,25,18,North
11,8,1,1,0,1,1,1,11,10,17,4,24,18,North
11,9,1,1,0,1,1,1,11,11,18,4,24,18,North
11,10,1,1,0,1,1,1,10,11,18,4,23,18,North
11,11,1,1,0,1,1,1,10,10,17,4,23,18,West
11,12,0,1,1,1,1,1,11,10,17,4,22,18,West
10,12,1,1,1,1,1,1,10,10,16,4,23,18,South
9,12,1,1,1,1,1,1,10,11,17,4,23,18,East
9,11,1,1,1,1,1,1,3,1,16,4,24,18,East
10,11,1,1,1,1,1,1,3,1,17,4,23,18,Stop
11,11,1,1,0,1,1,1,3,1,16,4,22,18,North
11,11,1,1,0,1,1,1,3,1,15,4,23,18,East
11,12,0,1,1,1,1,1,3,1,15,3,22,18,East
12,12,0,0,1,1,1,1,3,1,15,3,22,18,South
13,12,0,1,1,1,1,1,3,1,15,4,21,18,South
13,11,1,1,1,0,1,1,3,1,15,4,21,18,South
13,10,1,1,1,0,1,1,3,1,14,4,22,18,South
13,9,1,1,1,0,1,1,3,1,15,4,22,18,South
13,8,1,1,1,0,1,1,3,1,14,4,21,18,South
13,7,1,1,1,0,1,1,3,1,15,4,21,18,South
13,6,1,1,1,0,1,1,3,1,14,4,22,18,South
13,5,1,1,1,0,1,1,3,1,14,3,22,18,East
13,4,1,1,1,0,1,1,3,1,15,3,22,18,East
14,4,1,1,1,1,1,1,3,1,16,3,22,18,East
15,4,0,1,1,1,1,1,3,1,16,4,22,18,South
16,4,0,1,1,1,1,1,3,1,5,1,23,18,Stop
16,3,1,0,1,1,1,1,3,1,5,1,22,18,East
16,3,1,0,1,1,1,1,3,1,5,1,23,18,East
17,3,1,0,1,1,1,1,3,1,5,1,22,18,North
18,3,1,0,1,1,1,1,3,1,5,1,23,18,North
18,4,1,1,1,1,1,1,3,1,5,1,23,18,North
18,5,1,1,1,1,1,1,3,1,5,1,24,18,East
18,6,0,1,1,1,1,1,3,1,5,1,24,18,East
19,6,0,1,1,1,1,1,3,1,5,1,23,18,East
20,6,0,1,1,1,1,1,3,1,5,1,22,18,East
21,6,0,0,1,1,1,1,3,1,5,1,21,18,East
22,6,0,0,1,1,1,1,3,1,5,1,21,18,North
23,6,1,1,1,1,1,1,3,1,5,1,22,18,North
23,7,1,1,1,0,1,1,3,1,5,1,21,18,North
23,8,1,1,1,1,1,1,3,1,5,1,21,17,North
23,9,1,1,1,0,1,1,3,1,5,1,20,17,West
23,10,1,1,1,1,1,1,3,1,5,1,21,17,West
22,10,1,0,1,1,1,1,3,1,5,1,21,18,West
21,10,0,0,1,1,1,1,3,1,5,1,21,17,North
20,10,1,0,1,1,1,1,3,1,5,1,20,17,North
20,11,1,1,0,1,1,1,3,1,5,1,20,17,North
20,12,1,1,0,1,1,1,3,1,5,1,20,16,North
20,13,1,1,0,1,1,1,3,1,5,1,20,15,North
20,14,1,1,0,1,1,1,3,1,5,1,20,16,North
20,15,1,1,1,0,1,1,3,1,5,1,21,16,East
1,18,0,1,1,0,5,9,11,3,17,6,25,13,Stop
1,18,0,1,1,0,5,9,11,3,17,6,25,13,Stop
1,18,0,1,1,0,5,9,11,3,17,6,25,13,East
1,18,0,1,1,0,5,9,11,3,17,6,25,13,East
2,18,0,0,1,1,5,9,11,3,17,6,25,13,East
3,18,0,0,1,1,5,9,11,3,17,6,25,13,West
4,18,0,0,1,1,5,9,11,3,17,6,25,13,West
3,18,0,0,1,1,5,9,11,3,17,6,25,13,West
2,18,0,0,1,1,5,9,11,3,17,6,25,13,South
1,18,0,1,1,0,5,9,11,3,17,6,25,13,South
1,17,1,1,0,0,5,9,11,3,17,6,25,13,South
1,16,1,1,1,0,5,9,11,3,17,6,25,13,South
1,15,1,1,1,0,5,9,11,3,17,6,25,13,South
1,14,1,1,1,0,5,9,11,3,17,6,25,13,South
1,13,1,1,0,0,5,9,11,3,17,6,25,13,South
1,12,1,1,1,0,5,9,11,3,17,6,25,13,South
1,11,1,1,0,0,5,9,11,3,17,6,25,13,South
1,10,1,1,0,0,5,9,11,3,17,6,25,13,South
1,9,1,1,0,0,5,9,11,3,17,6,25,13,South
1,8,1,1,0,0,5,9,11,3,17,6,25,13,South
1,7,1,1,0,0,5,9,11,3,17,6,25,13,East
1,6,1,1,1,0,5,9,11,3,17,6,25,13,East
2,6,0,1,1,1,5,9,11,3,17,6,25,13,East
3,6,1,1,1,1,5,9,11,3,17,6,25,13,North
4,6,1,1,1,1,5,9,11,3,17,6,25,13,North
4,7,1,1,1,1,5,9,11,3,17,6,25,13,North
4,8,1,1,1,1,5,9,11,3,17,6,25,13,East
4,9,1,1,1,1,5,9,11,3,17,6,25,13,South
5,9,1,1,1,1,1,1,11,3,17,6,25,13,South
5,8,1,1,1,1,1,1,11,3,17,6,25,13,East
5,7,1,1,1,1,1,1,11,3,17,6,25,13,Stop
6,7,1,1,0,1,1,1,11,3,17,6,25,13,Stop
6,7,1,1,0,1,1,1,11,3,17,6,25,13,South
6,7,1,1,0,1,1,1,11,3,17,6,25,13,East
6,6,1,0,1,1,1,1,11,3,17,6,25,13,East
7,6,0,0,1,1,1,1,11,3,17,6,25,13,East
8,6,1,1,1,1,1,1,11,3,17,6,25,13,South
9,6,1,1,1,1,1,1,11,3,17,6,25,13,South
9,5,1,1,1,1,1,1,11,3,17,6,25,13,East
9,4,1,1,1,1,1,1,11,3,17,6,25,13,East
10,4,1,1,1,1,1,1,11,3,17,6,25,13,South
11,4,1,1,0,1,1,1,11,3,17,6,25,13,Stop
11,3,1,0,0,1,1,1,3,1,17,6,25,13,North
11,3,1,0,0,1,1,1,3,1,17,6,25,13,North
11,4,1,1,0,1,1,1,3,1,17,6,25,13,North
11,5,1,1,0,1,1,1,3,1,17,6,25,13,North
11,6,1,1,0,1,1,1,3,1,17,6,25,13,North
11,7,1,1,0,1,1,1,3,1,17,6,25,13,North
11,8,1,1,0,1,1,1,3,1,17,6,25,13,North
11,9,1,1,0,1,1,1,3,1,17,6,25,13,North
11,10,1,1,0,1,1,1,3,1,17,6,25,13,North
11,11,1,1,0,1,1,1,3,1,17,6,25,13,East
11,12,0,1,1,1,1,1,3,1,17,6,25,13,East
12,12,0,0,1,1,1,1,3,1,17,6,25,13,East
13,12,0,1,1,1,1,1,3,1,17,6,25,13,South
14,12,1,1,1,1,1,1,3,1,17,6,25,13,South
14,11,1,1,1,1,1,1,3,1,17,6,25,13,South
14,10,1,1,1,1,1,1,3,1,17,6,25,13,South
14,9,1,1,0,1,1,1,3,1,17,6,25,13,South
14,8,1,1,1,1,1,1,3,1,17,6,25,13,South
14,7,1,1,0,1,1,1,3,1,17,6,25,13,East
14,6,1,1,1,1,1,1,3,1,17,6,25,13,East
15,6,0,0,1,1,1,1,3,1,17,6,25,13,East
16,6,0,0,1,1,1,1,3,1,17,6,25,13,West
17,6,0,1,1,1,1,1,3,1,5,1,25,13,West
16,6,0,0,1,1,1,1,3,1,5,1,25,13,West
15,6,0,0,1,1,1,1,3,1,5,1,25,13,North
14,6,1,1,1,1,1,1,3,1,5,1,25,13,North
14,7,1,1,0,1,1,1,3,1,5,1,25,13,North
14,8,1,1,1,1,1,1,3,1,5,1,25,13,North
14,9,1,1,0,1,1,1,3,1,5,1,25,13,North
14,10,1,1,1,1,1,1,3,1,5,1,25,13,East
14,11,1,1,1,1,1,1,3,1,5,1,25,13,East
15,11,1,1,1,1,1,1,3,1,5,1,25,13,East
16,11,1,1,1,1,1,1,3,1,5,1,25,13,East
17,11,1,1,1,1,1,1,3,1,5,1,25,13,East
18,11,1,1,1,1,1,1,3,1,5,1,25,13,North
19,11,1,1,1,1,1,1,3,1,5,1,25,13,North
19,12,1,1,1,1,1,1,3,1,5,1,25,13,North
19,13,1,1,1,1,1,1,3,1,5,1,25,13,East
19,14,0,1,1,1,1,1,3,1,5,1,25,13,North
20,14,1,1,0,1,1,1,3,1,5,1,25,13,North
20,15,1,1,1,0,1,1,3,1,5,1,25,13,East
20,16,1,1,1,0,1,1,3,1,5,1,25,13,East
21,16,1,1,1,1,1,1,3,1,5,1,25,13,East
22,16,0,1,1,1,1,1,3,1,5,1,25,13,East
23,16,0,1,1,1,1,1,3,1,5,1,25,13,East
24,16,0,1,1,1,1,1,3,1,5,1,25,13,South
25,16,1,1,0,1,1,1,3,1,5,1,25,13,South
25,15,1,1,0,1,1,1,3,1,5,1,25,13,South
1,18,0,1,1,0,5,9,11,3,17,6,25,13,Stop
1,18,0,1,1,0,5,9,11,3,17,6,25,13,Stop
1,18,0,1,1,0,5,9,11,3,17,6,25,13,South
1,18,0,1,1,0,5,9,11,3,17,6,25,13,South
1,17,1,1,0,0,5,9,11,3,17,6,25,13,South
1,16,1,1,1,0,5,9,11,3,17,6,25,13,East
1,15,1,1,1,0,5,9,11,3,17,6,25,13,South
2,15,1,1,1,1,5,9,11,3,17,6,25,13,West
2,14,1,0,1,1,5,9,11,3,17,6,25,13,South
1,14,1,1,1,0,5,9,11,3,17,6,25,13,South
1,13,1,1,0,0,5,9,11,3,17,6,25,13,South
1,12,1,1,1,0,5,9,11,3,17,6,25,13,South
1,11,1,1,0,0,5,9,11,3,17,6,25,13,South
1,10,1,1,0,0,5,9,11,3,17,6,25,13,South
1,9,1,1,0,0,5,9,11,3,17,6,25,13,South
1,8,1,1,0,0,5,9,11,3,17,6,25,13,South
1,7,1,1,0,0,5,9,11,3,17,6,25,13,East
1,6,1,1,1,0,5,9,11,3,17,6,25,13,East
2,6,0,1,1,1,5,9,11,3,17,6,25,13,North
3,6,1,1,1,1,5,9,11,3,17,6,25,13,North
3,7,1,1,1,0,5,9,11,3,17,6,25,13,North
3,8,1,1,1,0,5,9,11,3,17,6,25,13,East
3,9,1,1,1,0,5,9,11,3,17,6,25,13,East
4,9,1,1,1,1,5,9,11,3,17,6,25,13,South
5,9,1,1,1,1,1,1,11,3,17,6,25,13,South
5,8,1,1,1,1,1,1,11,3,17,6,25,13,South
5,7,1,1,1,1,1,1,11,3,17,6,25,13,South
5,6,1,1,1,1,1,1,11,3,17,6,25,13,South
5,5,1,1,0,1,1,1,11,3,17,6,25,13,South
5,4,1,1,0,1,1,1,11,3,17,6,25,13,East
5,3,1,0,1,1,1,1,11,3,17,6,25,13,East
6,3,0,0,1,1,1,1,11,3,17,6,25,13,East
7,3,0,0,1,1,1,1,11,3,17,6,25,13,East
8,3,1,0,1,1,1,1,11,3,17,6,25,13,East
9,3,1,0,1,1,1,1,11,3,17,6,25,13,East
10,3,1,0,1,1,1,1,11,3,17,6,25,13,North
11,3,1,0,0,1,1,1,3,1,17,6,25,13,North
11,4,1,1,0,1,1,1,3,1,17,6,25,13,North
11,5,1,1,0,1,1,1,3,1,17,6,25,13,North
11,6,1,1,0,1,1,1,3,1,17,6,25,13,North
11,7,1,1,0,1,1,1,3,1,17,6,25,13,North
11,8,1,1,0,1,1,1,3,1,17,6,25,13,North
11,9,1,1,0,1,1,1,3,1,17,6,25,13,North
11,10,1,1,0,1,1,1,3,1,17,6,25,13,North
11,11,1,1,0,1,1,1,3,1,17,6,25,13,East
11,12,0,1,1,1,1,1,3,1,17,6,25,13,East
12,12,0,0,1,1,1,1,3,1,17,6,25,13,South
13,12,0,1,1,1,1,1,3,1,17,6,25,13,South
13,11,1,1,1,0,1,1,3,1,17,6,25,13,South
13,10,1,1,1,0,1,1,3,1,17,6,25,13,South
13,9,1,1,1,0,1,1,3,1,17,6,25,13,South
13,8,1,1,1,0,1,1,3,1,17,6,25,13,South
13,7,1,1,1,0,1,1,3,1,17,6,25,13,East
13,6,1,1,1,0,1,1,3,1,17,6,25,13,East
14,6,1,1,1,1,1,1,3,1,17,6,25,13,East
15,6,0,0,1,1,1,1,3,1,17,6,25,13,East
16,6,0,0,1,1,1,1,3,1,17,6,25,13,West
17,6,0,1,1,1,1,1,3,1,5,1,25,13,West
16,6,0,0,1,1,1,1,3,1,5,1,25,13,West
15,6,0,0,1,1,1,1,3,1,5,1,25,13,North
14,6,1,1,1,1,1,1,3,1,5,1,25,13,North
14,7,1,1,0,1,1,1,3,1,5,1,25,13,North
14,8,1,1,1,1,1,1,3,1,5,1,25,13,North
14,9,1,1,0,1,1,1,3,1,5,1,25,13,East
14,10,1,1,1,1,1,1,3,1,5,1,25,13,East
15,10,1,0,1,1,1,1,3,1,5,1,25,13,East
16,10,1,0,1,1,1,1,3,1,5,1,25,13,East
17,10,1,0,1,1,1,1,3,1,5,1,25,13,North
18,10,1,0,1,1,1,1,3,1,5,1,25,13,East
18,11,1,1,1,1,1,1,3,1,5,1,25,13,East
19,11,1,1,1,1,1,1,3,1,5,1,25,13,North
20,11,1,1,0,1,1,1,3,1,5,1,25,13,North
20,12,1,1,0,1,1,1,3,1,5,1,25,13,North
20,13,1,1,0,1,1,1,3,1,5,1,25,13,North
20,14,1,1,0,1,1,1,3,1,5,1,25,13,East
20,15,1,1,1,0,1,1,3,1,5,1,25,13,East
21,15,1,0,1,1,1,1,3,1,5,1,25,13,East
22,15,1,1,1,1,1,1,3,1,5,1,25,13,East
23,15,1,1,1,1,1,1,3,1,5,1,25,13,East
24,15,1,1,1,1,1,1,3,1,5,1,25,13,South
25,15,1,1,0,1,1,1,3,1,5,1,25,13,South
9,1,0,0,1,1,8,7,9,7,10,7,11,7,East
9,1,0,0,1,1,7,7,8,7,9,7,11,7,East
10,1,0,0,1,1,8,7,7,7,10,7,11,7,East
11,1,0,0,1,1,9,7,6,7,11,7,11,7,East
12,1,0,0,1,1,9,7,6,8,10,7,11,7,North
13,1,1,0,0,1,9,7,6,7,9,7,10,7,North
13,2,1,1,0,0,10,7,6,6,9,7,10,7,North
13,3,1,1,0,1,10,8,5,6,9,8,9,7,North
13,4,1,1,0,0,10,7,4,6,9,9,10,7,North
13,5,1,1,0,0,10,7,4,5,9,8,11,7,North
13,6,1,1,0,0,11,7,3,5,10,8,10,7,North
13,7,1,1,0,0,10,7,3,6,10,8,10,8,North
13,8,1,1,0,0,11,7,4,6,10,9,10,8,North
13,9,1,1,1,1,11,7,3,6,9,9,10,8,North
13,10,1,1,0,0,11,7,3,7,9,9,10,8,West
13,11,0,1,0,1,11,7,2,7,9,8,10,7,West
12,11,0,0,1,1,10,7,3,7,10,8,10,7,West
11,11,0,0,1,1,11,7,3,7,9,8,10,7,South
10,11,0,1,1,1,10,7,3,6,9,9,9,7,South
10,10,1,1,0,1,9,7,3,6,10,9,10,7,South
10,9,1,1,0,1,9,7,3,6,6,1,11,7,South
10,8,1,1,0,1,8,7,4,6,6,2,10,7,West
10,7,1,0,1,1,7,7,5,6,6,3,9,7,West
9,7,1,0,1,1,8,7,5,5,6,4,7,1,West
8,7,0,0,1,1,2,1,5,4,5,4,8,1,West
7,7,0,0,1,1,3,1,5,5,5,5,8,1,West
6,7,1,1,1,1,3,1,5,5,5,6,9,1,South
5,7,0,1,1,1,2,1,4,5,5,6,10,1,South
9,1,0,0,1,1,8,7,9,7,10,7,11,7,Stop
9,1,0,0,1,1,9,7,8,7,10,7,11,7,Stop
9,1,0,0,1,1,10,7,7,7,9,7,10,7,East
9,1,0,0,1,1,9,7,6,7,8,7,9,7,East
10,1,0,0,1,1,9,7,6,8,7,7,8,7,West
11,1,0,0,1,1,8,7,6,8,8,7,7,7,West
10,1,0,0,1,1,8,7,6,9,7,7,7,7,West
9,1,0,0,1,1,9,7,5,9,8,7,7,7,West
8,1,0,0,1,1,9,8,4,9,7,7,8,7,West
7,1,0,0,1,1,9,8,3,9,7,7,7,7,North
6,1,1,0,1,0,9,9,3,8,8,7,7,7,North
6,2,1,1,0,0,10,9,3,8,7,7,7,7,West
6,3,1,1,1,1,10,9,3,7,8,7,6,7,North
5,3,1,0,1,1,9,9,3,8,8,7,6,6,North
5,4,1,1,1,1,9,8,3,7,9,7,6,7,North
5,5,1,1,1,1,9,9,2,7,9,7,7,7,North
5,6,1,1,1,1,9,10,2,7,9,7,7,7,East
5,7,0,1,1,1,9,9,1,7,10,7,7,7,East
6,7,1,1,1,1,9,8,1,6,10,7,8,7,East
7,7,0,0,1,1,9,8,1,5,10,7,8,7,East
8,7,0,0,1,1,9,8,1,4,11,7,7,1,East
9,7,1,0,1,1,1,1,1,4,11,7,8,1,East
10,7,1,0,1,1,2,1,1,5,5,1,8,1,Stop
11,7,0,0,0,1,1,1,1,6,4,1,7,1,West
11,7,0,0,0,1,1,1,1,6,4,1,6,1,West
10,7,1,0,1,1,2,1,1,6,4,1,6,1,West
9,7,1,0,1,1,2,1,1,7,4,2,6,2,West
8,7,0,0,1,1,1,1,2,7,4,3,6,1,West
7,7,0,0,1,1,2,1,2,7,3,3,6,1,West
6,7,1,1,1,1,1,1,2,7,4,3,6,1,West
9,1,0,0,1,1,8,7,9,7,10,7,11,7,Stop
9,1,0,0,1,1,9,7,10,7,9,7,11,7,East
9,1,0,0,1,1,8,7,10,7,8,7,10,7,East
10,1,0,0,1,1,9,7,10,7,9,7,9,7,East
11,1,0,0,1,1,9,7,9,7,10,7,10,7,East
12,1,0,0,1,1,9,8,9,8,9,7,9,7,North
13,1,1,0,0,1,9,9,10,8,9,7,8,7,North
13,2,1,1,0,0,10,9,9,8,9,7,7,7,West
13,3,1,1,0,1,10,9,9,9,8,7,6,7,West
12,3,0,0,1,1,10,9,9,8,7,7,6,7,West
11,3,0,0,1,1,10,8,10,8,7,7,6,7,West
10,3,0,0,1,1,9,8,10,8,6,7,6,8,West
9,3,0,0,1,1,9,9,10,7,5,7,6,7,North
8,3,1,0,1,1,9,9,10,8,5,7,6,8,North
8,4,1,1,0,0,9,10,10,8,4,7,6,7,East
8,5,0,1,1,0,9,9,10,7,4,7,7,7,East
9,5,0,0,1,1,9,10,10,8,3,7,8,7,East
10,5,0,0,1,1,9,9,10,9,3,8,9,7,West
11,5,0,0,0,1,9,9,10,10,3,7,9,7,West
10,5,0,0,1,1,9,8,9,10,4,7,10,7,West
9,5,0,0,1,1,9,7,9,11,4,7,9,7,South
8,5,0,1,1,0,9,8,8,11,4,6,9,7,South
8,4,1,1,0,0,10,8,9,11,5,6,9,7,West
8,3,1,0,1,1,10,9,9,10,5,6,9,7,West
7,3,0,0,1,1,9,9,9,11,5,6,10,7,West
6,3,1,1,1,1,10,9,9,11,4,6,9,7,West
5,3,1,0,1,1,9,9,10,11,3,6,10,7,South
4,3,1,1,1,1,9,9,10,10,3,6,10,8,South
4,2,1,1,0,0,9,9,9,10,3,5,10,8,West
4,1,1,0,0,1,9,9,9,11,3,4,10,8,West
3,1,0,0,1,1,10,9,9,11,3,5,10,8,West
2,1,0,0,1,1,10,8,9,10,3,4,10,9,North
1,1,1,0,1,0,9,8,9,10,3,3,10,8,North
1,2,1,1,0,0,9,9,10,10,4,3,10,8,North
1,3,1,1,0,0,10,9,10,11,4,3,10,7,North
1,4,1,1,0,0,10,9,10,10,4,4,11,7,North
1,5,1,1,0,0,10,10,10,10,4,5,10,7,North
1,6,1,1,0,0,10,10,10,10,5,5,11,7,East
1,7,1,1,1,0,9,10,9,10,5,6,11,7,East
2,7,0,0,1,1,9,9,9,9,6,6,10,7,South
3,7,1,1,1,1,9,8,9,8,6,5,10,7,East
3,6,1,1,1,0,9,8,10,8,6,5,9,7,East
4,6,1,1,1,1,10,8,10,7,5,5,8,7,East
5,6,1,1,1,1,10,8,11,7,4,5,7,7,South
6,6,1,1,0,1,9,8,11,7,3,5,6,7,South
6,5,1,1,0,1,10,8,10,7,4,5,7,1,North
6,4,1,1,0,1,9,8,11,7,4,4,6,1,North
6,5,1,1,0,1,9,9,11,7,3,4,6,2,West
6,6,1,1,0,1,9,9,10,7,4,4,6,3,South
5,6,1,1,1,1,10,9,9,7,3,4,6,3,South
5,5,1,1,1,1,10,8,9,8,4,4,6,4,West
5,4,1,1,1,1,10,9,9,8,4,5,6,3,West
4,4,1,1,1,1,9,9,9,8,5,1,7,3,North
3,4,1,1,1,0,10,9,9,9,6,1,6,3,East
3,5,1,1,1,0,10,9,9,10,6,2,6,3,South
4,5,1,1,1,1,10,9,10,10,6,1,6,3,South
4,4,1,1,1,1,10,9,9,10,6,2,6,3,East
4,3,1,1,1,1,10,8,9,9,6,2,6,2,East
5,3,1,0,1,1,10,9,9,9,6,1,6,3,South
6,3,1,1,1,1,9,9,9,9,6,2,7,1,South
6,2,1,1,0,0,9,9,9,8,6,1,7,1,Stop
6,1,1,0,1,0,9,8,10,8,5,1,7,1,East
6,1,1,0,1,0,9,7,9,8,5,1,7,1,East
7,1,0,0,1,1,9,7,9,8,6,1,8,1,East
8,1,0,0,1,1,10,7,9,9,6,2,7,1,East
9,1,0,0,1,1,10,7,9,8,6,3,6,1,East
10,1,0,0,1,1,10,7,10,8,5,3,6,1,East
11,1,0,0,1,1,10,8,9,8,5,3,7,1,East
12,1,0,0,1,1,10,7,9,7,6,3,7,1,North
13,1,1,0,0,1,10,8,8,7,6,3,7,1,North
13,2,1,1,0,0,10,7,7,7,7,3,8,1,North
13,3,1,1,0,1,9,7,7,7,6,3,9,1,North
13,4,1,1,0,0,9,7,7,7,6,4,8,1,North
13,5,1,1,0,0,8,7,7,7,6,5,7,1,North
13,6,1,1,0,0,8,7,6,7,5,5,6,1,North
13,7,1,1,0,0,7,7,5,7,5,5,7,1,North
13,8,1,1,0,0,8,7,5,6,6,5,7,1,North
13,9,1,1,1,1,8,7,5,6,6,5,7,1,North
13,10,1,1,0,0,9,7,5,5,6,6,6,1,West
13,11,0,1,0,1,10,7,5,4,6,5,6,2,West
12,11,0,0,1,1,9,7,5,5,6,4,6,2,West
11,11,0,0,1,1,9,7,6,5,6,5,6,2,West
10,11,0,1,1,1,9,8,6,6,6,5,6,1,South
9,11,0,1,1,1,9,8,6,6,5,5,7,1,South
9,10,1,1,1,0,9,8,6,5,4,5,8,1,South
9,9,1,1,1,0,1,1,6,5,4,4,9,1,South
9,8,1,1,1,0,1,1,6,5,4,3,9,1,West
9,7,1,0,1,1,1,1,6,6,5,3,9,1,West
8,7,0,0,1,1,1,2,6,5,6,3,9,1,West
7,7,0,0,1,1,1,2,6,4,6,4,8,1,South
6,7,1,1,1,1,1,3,5,4,5,4,9,1,South
6,6,1,1,0,1,1,3,5,4,5,5,8,1,South
6,5,1,1,0,1,1,2,4,4,5,1,8,1,West
6,4,1,1,0,1,1,1,4,5,6,1,8,1,West
5,4,1,1,1,1,2,1,4,6,6,2,8,1,North
4,4,1,1,1,1,1,1,4,7,6,1,8,1,North
9,1,0,0,1,1,8,7,9,7,10,7,11,7,Stop
9,1,0,0,1,1,7,7,10,7,11,7,11,7,West
9,1,0,0,1,1,7,7,11,7,10,7,10,7,West
8,1,0,0,1,1,6,7,11,7,11,7,11,7,West
7,1,0,0,1,1,5,7,10,7,11,7,11,7,North
6,1,1,0,1,0,5,6,10,7,11,7,10,7,North
6,2,1,1,0,0,5,5,10,8,11,7,11,7,West
6,3,1,1,1,1,4,5,10,7,10,7,11,7,West
5,3,1,0,1,1,4,6,9,7,10,7,10,7,North
4,3,1,1,1,1,5,6,8,7,9,7,10,7,North
4,4,1,1,1,1,5,6,9,7,8,7,9,7,East
4,5,1,1,1,1,5,7,10,7,9,7,8,7,North
5,5,1,1,1,1,5,6,10,7,9,8,8,7,North
5,6,1,1,1,1,1,1,9,7,10,8,7,7,East
5,7,0,1,1,1,1,2,9,8,9,8,7,7,East
6,7,1,1,1,1,1,2,9,7,9,8,7,7,East
7,7,0,0,1,1,1,3,8,7,9,8,7,1,East
8,7,0,0,1,1,1,4,2,1,9,8,7,1,East
9,7,1,0,1,1,1,3,3,1,9,9,6,1,East
10,7,1,0,1,1,1,3,4,1,9,8,7,1,Stop
11,7,0,0,0,1,1,2,4,1,9,9,8,1,Stop
11,7,0,0,0,1,1,2,4,2,9,8,8,1,West
11,7,0,0,0,1,1,1,4,3,10,8,9,1,North
10,7,1,0,1,1,1,1,4,4,10,9,10,1,North
10,8,1,1,0,1,2,1,4,3,9,9,9,1,North
10,9,1,1,0,1,3,1,4,3,9,8,10,1,North
10,10,1,1,0,1,4,1,5,3,10,8,10,1,East
10,11,0,1,1,1,4,2,4,3,10,8,11,1,East
11,11,0,0,1,1,4,2,4,3,10,7,11,1,East
12,11,0,0,1,1,4,2,4,4,10,8,10,1,South
13,11,0,1,0,1,4,3,4,5,9,8,11,1,South
13,10,1,1,0,0,5,3,3,5,9,8,10,1,East
13,9,1,1,1,1,4,3,4,5,9,9,9,1,East
14,9,0,0,1,1,4,2,5,5,10,9,10,1,North
15,9,1,0,1,1,4,2,5,5,10,9,9,1,North
15,10,1,1,0,0,4,1,5,6,10,8,10,1,East
15,11,0,1,1,0,4,1,5,5,10,8,10,1,East
16,11,0,0,1,1,4,2,6,5,10,9,11,1,East
17,11,0,0,1,1,4,1,6,4,10,9,12,1,Stop
18,11,0,1,0,1,4,2,6,4,10,8,13,1,Stop
18,11,0,1,0,1,4,1,6,4,9,8,13,1,South
18,11,0,1,0,1,3,1,6,3,10,8,13,2,South
18,10,1,1,0,0,3,1,6,2,10,7,13,3,South
18,9,1,1,0,0,3,1,6,1,10,7,12,3,South
18,8,1,1,0,0,2,1,6,2,9,7,12,3,South
18,7,1,1,0,1,2,1,6,1,8,7,13,3,South
18,6,1,1,0,0,1,1,6,2,9,7,13,3,South
18,5,1,1,0,0,1,2,6,2,9,8,13,4,South
18,4,1,1,0,0,1,3,6,2,10,8,13,5,South
18,3,1,1,0,0,1,4,6,1,9,8,13,4,South
18,2,1,1,0,0,1,4,6,2,9,9,13,3,West
18,1,1,0,0,1,1,3,6,3,10,9,13,3,West
17,1,0,0,1,1,1,2,7,3,10,8,13,4,West
16,1,0,0,1,1,1,3,8,3,10,7,13,4,North
