@relation training_largemaps.arff

@attribute PacX numeric
@attribute PacY numeric
@attribute LegalNorth {1,0}
@attribute LegalSouth {1,0}
@attribute LegalEast {1,0}
@attribute LegalWest {1,0}
@attribute Gosthx numeric
@attribute Gosthy numeric
@attribute DirToGhost1{North,South,East,West,Stop}
@attribute DirToGhost2{North,South,East,West,Stop}
@attribute DirToGhost3{North,South,East,West,Stop}
@attribute DirToGhost4{North,South,East,West,Stop}
@attribute Move{North,South,East,West,Stop}
@data
9,5,1,0,1,0,11,15,North,North,North,North,North
9,6,1,1,0,0,11,15,North,North,North,North,North
9,7,1,1,0,0,11,15,East,East,East,East,East
9,8,0,1,1,1,11,15,East,East,East,East,East
10,8,0,0,1,1,11,15,East,East,East,East,East
11,8,0,0,1,1,10,15,North,North,North,North,North
12,8,1,0,1,1,10,15,North,North,North,North,North
12,9,1,1,0,0,13,15,North,North,North,North,North
12,10,1,1,0,0,11,15,West,West,West,West,West
12,11,0,1,0,1,10,15,West,West,West,West,West
11,11,0,0,1,1,11,15,West,West,West,West,West
10,11,0,0,1,1,12,15,West,West,West,West,West
9,11,0,0,1,1,13,15,North,North,North,North,North
8,11,1,0,1,1,13,15,North,North,North,North,North
8,12,1,1,0,0,12,15,North,North,North,North,North
8,13,1,1,1,0,11,17,North,North,North,North,North
8,14,1,1,0,0,11,17,North,North,North,North,North
8,15,1,1,0,1,12,17,North,North,North,North,North
8,16,1,1,0,0,12,18,East,East,East,East,East
8,17,0,1,1,0,12,17,East,East,East,East,East
9,17,0,0,1,1,12,17,East,East,East,East,East
10,17,0,0,1,1,13,17,East,East,East,East,East
11,17,0,0,1,1,13,17,East,East,East,East,East
12,17,1,0,1,1,13,16,Stop,South,South,South,South
13,17,0,1,1,1,13,15,Stop,South,South,South,South
13,16,1,1,1,0,14,15,Stop,East,East,East,East
13,15,1,0,1,1,14,17,Stop,Stop,North,Stop,North
14,3,0,0,1,1,13,16,West,West,West,West,West
13,3,0,0,1,1,11,15,North,North,North,North,North
12,3,1,0,1,1,11,15,North,North,North,North,North
12,4,1,1,0,0,11,15,West,West,West,West,West
12,5,0,1,0,1,10,15,West,West,West,West,West
11,5,0,0,1,1,11,15,West,West,West,West,West
10,5,0,0,1,1,10,15,North,North,North,North,North
9,5,1,0,1,0,11,15,North,North,North,North,North
9,6,1,1,0,0,10,15,North,North,North,North,North
9,7,1,1,0,0,11,15,East,East,East,East,East
9,8,0,1,1,1,11,15,East,East,East,East,East
10,8,0,0,1,1,10,15,East,East,East,East,East
11,8,0,0,1,1,13,15,North,North,North,North,North
12,8,1,0,1,1,12,15,North,North,North,North,North
12,9,1,1,0,0,12,15,North,North,North,North,North
12,10,1,1,0,0,11,15,West,West,West,West,West
12,11,0,1,0,1,10,15,West,West,West,West,West
11,11,0,0,1,1,10,15,West,West,West,West,West
10,11,0,0,1,1,10,15,West,West,West,West,West
9,11,0,0,1,1,11,15,North,North,North,North,North
8,11,1,0,1,1,10,15,North,North,North,North,North
8,12,1,1,0,0,11,15,North,North,North,North,North
8,13,1,1,1,0,11,15,North,North,North,North,North
8,14,1,1,0,0,11,15,North,North,North,North,North
8,15,1,1,0,1,11,15,North,North,North,North,North
8,16,1,1,0,0,13,17,East,East,East,East,East
8,17,0,1,1,0,12,17,East,East,East,East,East
9,17,0,0,1,1,11,17,East,East,East,East,East
10,17,0,0,1,1,13,15,Stop,East,East,East,East
11,17,0,0,1,1,12,15,Stop,East,East,East,East
12,17,1,0,1,1,13,15,Stop,South,Stop,South,South
13,17,0,1,1,1,12,15,Stop,South,Stop,South,South
13,16,1,1,1,0,11,15,Stop,West,Stop,West,West
13,15,1,0,1,1,11,15,Stop,West,Stop,West,West
12,15,0,0,1,1,16,15,Stop,Stop,Stop,West,West
11,15,0,0,1,1,16,15,Stop,Stop,Stop,East,East
10,15,0,0,1,0,16,15,Stop,Stop,Stop,East,East
11,15,0,0,1,1,16,15,Stop,Stop,Stop,East,East
12,15,0,0,1,1,16,15,Stop,Stop,Stop,East,East
13,15,1,0,1,1,17,15,Stop,Stop,Stop,East,East
14,15,1,0,1,1,17,15,Stop,Stop,Stop,East,East
14,3,0,0,1,1,13,15,West,West,West,West,West
13,3,0,0,1,1,12,15,North,North,North,North,North
12,3,1,0,1,1,12,15,North,North,North,North,North
12,4,1,1,0,0,11,15,West,West,West,West,West
12,5,0,1,0,1,10,15,West,West,West,West,West
11,5,0,0,1,1,10,15,West,West,West,West,West
10,5,0,0,1,1,11,15,North,North,North,North,North
9,5,1,0,1,0,10,15,North,North,North,North,North
9,6,1,1,0,0,10,15,North,North,North,North,North
9,7,1,1,0,0,10,15,East,East,East,East,East
9,8,0,1,1,1,10,15,East,East,East,East,East
10,8,0,0,1,1,10,15,East,East,East,East,East
11,8,0,0,1,1,12,15,North,North,North,North,North
12,8,1,0,1,1,11,15,North,North,North,North,North
12,9,1,1,0,0,12,15,North,North,North,North,North
12,10,1,1,0,0,12,15,West,West,West,West,West
12,11,0,1,0,1,10,15,West,West,West,West,West
11,11,0,0,1,1,10,15,West,West,West,West,West
10,11,0,0,1,1,10,15,West,West,West,West,West
9,11,0,0,1,1,10,15,North,North,North,North,North
8,11,1,0,1,1,10,15,North,North,North,North,North
8,12,1,1,0,0,10,15,North,North,North,North,North
8,13,1,1,1,0,10,15,North,North,North,North,North
8,14,1,1,0,0,11,15,North,North,North,North,North
8,15,1,1,0,1,10,15,North,North,North,North,North
8,16,1,1,0,0,10,15,East,East,East,East,East
8,17,0,1,1,0,10,15,East,East,East,East,East
9,17,0,0,1,1,10,15,East,East,East,East,East
10,17,0,0,1,1,11,15,East,East,East,East,East
11,17,0,0,1,1,14,16,East,East,East,East,East
12,17,1,0,1,1,14,15,South,South,South,South,South
13,17,0,1,1,1,14,15,South,South,South,South,South
13,16,1,1,1,0,12,15,West,West,West,West,West
13,15,1,0,1,1,11,15,West,Stop,West,West,West
12,15,0,0,1,1,13,15,West,Stop,Stop,West,West
11,15,0,0,1,1,12,15,East,Stop,Stop,East,East
10,15,0,0,1,0,12,15,East,Stop,Stop,East,East
11,15,0,0,1,1,15,15,Stop,Stop,Stop,East,East
12,15,0,0,1,1,14,15,Stop,Stop,Stop,East,East
14,3,0,0,1,1,13,16,West,West,West,West,West
13,3,0,0,1,1,11,15,North,North,North,North,North
12,3,1,0,1,1,12,15,North,North,North,North,North
12,4,1,1,0,0,11,15,West,West,West,West,West
12,5,0,1,0,1,12,15,West,West,West,West,West
11,5,0,0,1,1,12,15,West,West,West,West,West
10,5,0,0,1,1,11,15,North,North,North,North,North
9,5,1,0,1,0,12,15,North,North,North,North,North
9,6,1,1,0,0,12,15,North,North,North,North,North
9,7,1,1,0,0,12,15,East,East,East,East,East
9,8,0,1,1,1,12,15,East,East,East,East,East
10,8,0,0,1,1,11,15,East,East,East,East,East
11,8,0,0,1,1,12,15,North,North,North,North,North
12,8,1,0,1,1,13,15,North,North,North,North,North
12,9,1,1,0,0,13,16,North,North,North,North,North
12,10,1,1,0,0,14,15,West,West,West,West,West
12,11,0,1,0,1,14,16,West,West,West,West,West
11,11,0,0,1,1,14,15,West,West,West,West,West
10,11,0,0,1,1,13,15,West,West,West,West,West
9,11,0,0,1,1,13,15,North,North,North,North,North
8,11,1,0,1,1,14,15,North,North,North,North,North
8,12,1,1,0,0,12,17,North,North,North,North,North
8,13,1,1,1,0,14,15,North,North,North,North,North
8,14,1,1,0,0,14,15,North,North,North,North,North
8,15,1,1,0,1,11,17,North,North,North,North,North
8,16,1,1,0,0,10,17,East,East,East,East,East
8,17,0,1,1,0,10,17,East,East,East,East,East
9,17,0,0,1,1,15,17,East,East,Stop,East,East
10,17,0,0,1,1,14,17,East,East,Stop,East,East
11,17,0,0,1,1,15,17,East,East,Stop,East,East
12,17,1,0,1,1,15,18,South,South,Stop,South,South
13,17,0,1,1,1,13,15,South,South,Stop,South,South
13,16,1,1,1,0,12,15,West,West,Stop,West,West
13,15,1,0,1,1,11,15,West,West,Stop,West,West
12,15,0,0,1,1,10,15,West,West,Stop,West,West
11,15,0,0,1,1,15,17,East,East,Stop,Stop,East
10,15,0,0,1,0,15,17,East,East,Stop,Stop,East
11,15,0,0,1,1,15,17,East,East,Stop,Stop,East
12,15,0,0,1,1,15,17,North,North,Stop,Stop,North
13,15,1,0,1,1,15,18,North,North,Stop,Stop,North
13,16,1,1,1,0,15,17,East,East,Stop,Stop,East
13,17,0,1,1,1,15,18,East,East,Stop,Stop,East
14,17,0,1,1,1,16,20,North,Stop,Stop,Stop,North
15,17,1,0,1,1,17,20,North,Stop,Stop,Stop,North
15,18,1,1,0,0,18,20,North,Stop,Stop,Stop,North
15,19,1,1,0,0,17,20,East,Stop,Stop,Stop,East
15,20,0,1,1,0,18,20,East,Stop,Stop,Stop,East
16,20,0,0,1,1,18,21,East,Stop,Stop,Stop,East
17,20,0,0,1,1,18,22,North,Stop,Stop,Stop,North
14,3,0,0,1,1,13,16,West,West,West,West,West
13,3,0,0,1,1,13,15,North,North,North,North,North
12,3,1,0,1,1,10,15,North,North,North,North,North
12,4,1,1,0,0,11,15,West,West,West,West,West
12,5,0,1,0,1,10,15,West,West,West,West,West
11,5,0,0,1,1,10,15,West,West,West,West,West
10,5,0,0,1,1,11,15,North,North,North,North,North
9,5,1,0,1,0,12,15,North,North,North,North,North
9,6,1,1,0,0,11,15,North,North,North,North,North
9,7,1,1,0,0,11,15,East,East,East,East,East
9,8,0,1,1,1,10,15,East,East,East,East,East
10,8,0,0,1,1,11,15,East,East,East,East,East
11,8,0,0,1,1,12,15,North,North,North,North,North
12,8,1,0,1,1,12,15,North,North,North,North,North
12,9,1,1,0,0,12,15,North,North,North,North,North
12,10,1,1,0,0,11,15,West,West,West,West,West
12,11,0,1,0,1,11,15,West,West,West,West,West
11,11,0,0,1,1,10,15,West,West,West,West,West
10,11,0,0,1,1,11,15,West,West,West,West,West
9,11,0,0,1,1,10,15,North,North,North,North,North
8,11,1,0,1,1,11,15,North,North,North,North,North
8,12,1,1,0,0,12,15,North,North,North,North,North
8,13,1,1,1,0,11,15,North,North,North,North,North
8,14,1,1,0,0,12,15,North,North,North,North,North
8,15,1,1,0,1,11,15,North,North,North,North,North
8,16,1,1,0,0,10,15,East,East,East,East,East
8,17,0,1,1,0,10,15,East,East,East,East,East
9,17,0,0,1,1,12,17,East,East,East,East,East
10,17,0,0,1,1,11,15,East,Stop,East,East,East
11,17,0,0,1,1,13,15,East,Stop,East,East,East
12,17,1,0,1,1,13,16,South,Stop,South,South,South
13,17,0,1,1,1,14,16,East,Stop,East,East,East
13,16,1,1,1,0,14,15,South,Stop,South,South,South
14,16,1,1,0,1,15,15,East,Stop,East,East,East
14,15,1,0,1,1,16,15,East,Stop,East,East,East
15,15,0,0,1,1,16,13,East,Stop,East,Stop,East
16,15,0,0,1,1,15,13,West,Stop,West,Stop,West
17,15,0,0,0,1,16,13,West,Stop,West,Stop,West
16,15,0,0,1,1,17,13,West,Stop,West,Stop,West
15,15,0,0,1,1,10,15,West,Stop,West,Stop,West
14,15,1,0,1,1,10,15,West,Stop,West,Stop,West
13,15,1,0,1,1,11,15,West,Stop,West,Stop,West
12,15,0,0,1,1,15,13,Stop,Stop,West,Stop,West
11,15,0,0,1,1,14,13,Stop,Stop,East,Stop,East
10,15,0,0,1,0,14,13,Stop,Stop,East,Stop,East
11,15,0,0,1,1,13,13,Stop,Stop,East,Stop,East
12,15,0,0,1,1,13,13,Stop,Stop,North,Stop,North
13,15,1,0,1,1,14,13,Stop,Stop,East,Stop,East
13,16,1,1,1,0,15,13,Stop,Stop,South,Stop,South
14,16,1,1,0,1,15,13,Stop,Stop,East,Stop,East
14,15,1,0,1,1,14,13,Stop,Stop,East,Stop,East
15,15,0,0,1,1,13,13,Stop,Stop,East,Stop,East
16,15,0,0,1,1,12,13,Stop,Stop,West,Stop,West
17,15,0,0,0,1,13,13,Stop,Stop,West,Stop,West
16,15,0,0,1,1,12,13,Stop,Stop,West,Stop,West
15,15,0,0,1,1,11,13,Stop,Stop,West,Stop,West
14,15,1,0,1,1,11,13,Stop,Stop,West,Stop,West
13,15,1,0,1,1,10,13,Stop,Stop,West,Stop,West
12,15,0,0,1,1,9,13,Stop,Stop,West,Stop,West
11,15,0,0,1,1,8,13,Stop,Stop,East,Stop,East
10,15,0,0,1,0,8,12,Stop,Stop,East,Stop,East
11,15,0,0,1,1,8,13,Stop,Stop,East,Stop,East
12,15,0,0,1,1,8,12,Stop,Stop,North,Stop,North
13,15,1,0,1,1,8,12,Stop,Stop,North,Stop,North
13,16,1,1,1,0,8,12,Stop,Stop,West,Stop,West
13,17,0,1,1,1,8,13,Stop,Stop,West,Stop,West
12,17,1,0,1,1,8,13,Stop,Stop,West,Stop,West
11,17,0,0,1,1,9,13,Stop,Stop,West,Stop,West
10,17,0,0,1,1,8,13,Stop,Stop,West,Stop,West
9,17,0,0,1,1,8,14,Stop,Stop,South,Stop,South
8,17,0,1,1,0,8,15,Stop,Stop,South,Stop,South
1,18,0,1,1,0,4,9,South,South,South,South,South
1,17,1,1,0,0,3,9,South,South,South,South,South
1,16,1,1,1,0,3,10,South,South,South,South,South
1,15,1,1,1,0,3,9,South,South,South,South,South
1,14,1,1,1,0,3,9,South,South,South,South,South
1,13,1,1,0,0,3,9,South,South,South,South,South
1,12,1,1,1,0,3,10,South,South,South,South,South
1,11,1,1,0,0,3,10,South,South,South,South,South
1,10,1,1,0,0,3,10,South,South,South,South,South
1,9,1,1,0,0,4,10,South,South,South,South,South
1,8,1,1,0,0,3,10,South,South,South,South,South
1,7,1,1,0,0,3,9,East,East,East,East,East
1,6,1,1,1,0,3,10,East,East,East,East,East
2,6,0,1,1,1,3,10,North,East,East,East,North
3,6,1,1,1,1,3,10,North,North,North,North,North
3,7,1,1,1,0,4,10,North,North,North,North,North
3,8,1,1,1,0,5,10,North,North,North,North,North
3,9,1,1,1,0,5,10,East,East,East,East,East
3,10,0,1,1,0,5,10,East,East,East,East,East
4,10,0,1,1,1,8,3,Stop,South,South,South,South
5,10,0,1,1,1,8,4,Stop,East,East,East,East
5,9,1,1,1,1,9,4,Stop,South,South,South,South
6,9,1,1,0,1,9,3,Stop,South,South,South,South
6,8,1,1,0,1,10,3,Stop,South,South,South,South
6,7,1,1,0,1,10,4,Stop,East,East,East,East
6,6,1,0,1,1,9,4,Stop,East,East,East,East
7,6,0,0,1,1,10,4,Stop,East,East,East,East
8,6,1,1,1,1,9,4,Stop,South,East,East,South
9,6,1,1,1,1,9,3,Stop,South,East,East,South
9,5,1,1,1,1,9,3,Stop,South,East,East,South
9,4,1,1,1,1,17,5,Stop,Stop,East,East,East
9,3,1,0,1,1,17,4,Stop,Stop,North,North,North
10,3,1,0,1,1,18,4,Stop,Stop,East,East,East
10,4,1,1,1,1,18,5,Stop,Stop,North,North,North
11,4,1,1,0,1,18,5,Stop,Stop,North,North,North
11,5,1,1,0,1,19,5,Stop,Stop,North,North,North
11,6,1,1,0,1,20,5,Stop,Stop,North,North,North
11,7,1,1,0,1,20,6,Stop,Stop,North,North,North
11,8,1,1,0,1,21,6,Stop,Stop,North,North,North
11,9,1,1,0,1,22,6,Stop,Stop,North,North,North
11,10,1,1,0,1,21,6,Stop,Stop,North,North,North
11,11,1,1,0,1,22,6,Stop,Stop,East,East,East
11,12,0,1,1,1,21,6,Stop,Stop,East,East,East
12,12,0,0,1,1,22,6,Stop,Stop,South,South,South
13,12,0,1,1,1,21,6,Stop,Stop,South,South,South
13,11,1,1,1,0,21,6,Stop,Stop,South,South,South
13,10,1,1,1,0,21,6,Stop,Stop,South,South,South
13,9,1,1,1,0,20,6,Stop,Stop,South,South,South
13,8,1,1,1,0,19,6,Stop,Stop,South,South,South
13,7,1,1,1,0,18,6,Stop,Stop,East,East,East
13,6,1,1,1,0,19,6,Stop,Stop,East,East,East
14,6,1,1,1,1,20,6,Stop,Stop,East,East,East
15,6,0,0,1,1,20,5,Stop,Stop,East,East,East
16,6,0,0,1,1,20,6,Stop,Stop,East,East,East
17,6,0,1,1,1,19,6,Stop,Stop,East,East,East
18,6,0,1,1,1,27,13,Stop,Stop,Stop,East,East
19,6,0,1,1,1,27,14,Stop,Stop,Stop,East,East
20,6,0,1,1,1,27,15,Stop,Stop,Stop,East,East
21,6,0,0,1,1,27,14,Stop,Stop,Stop,East,East
22,6,0,0,1,1,28,14,Stop,Stop,Stop,East,East
23,6,1,1,1,1,27,14,Stop,Stop,Stop,East,East
24,6,1,1,1,1,27,14,Stop,Stop,Stop,East,East
25,6,1,1,1,1,26,14,Stop,Stop,Stop,North,North
26,6,1,1,1,1,26,14,Stop,Stop,Stop,North,North
26,7,1,1,1,1,26,14,Stop,Stop,Stop,North,North
26,8,1,1,1,1,27,14,Stop,Stop,Stop,East,East
26,9,1,1,1,1,28,14,Stop,Stop,Stop,East,East
27,9,1,1,1,1,28,14,Stop,Stop,Stop,North,North
28,9,1,1,0,1,28,15,Stop,Stop,Stop,North,North
28,10,1,1,0,1,28,14,Stop,Stop,Stop,North,North
28,11,1,1,0,1,28,13,Stop,Stop,Stop,North,North
28,12,1,1,0,1,28,14,Stop,Stop,Stop,North,North
14,3,0,0,1,1,13,15,West,West,West,West,West
13,3,0,0,1,1,12,15,North,North,North,North,North
12,3,1,0,1,1,12,15,North,North,North,North,North
12,4,1,1,0,0,12,15,West,West,West,West,West
12,5,0,1,0,1,11,15,West,West,West,West,West
11,5,0,0,1,1,10,15,West,West,West,West,West
10,5,0,0,1,1,10,15,North,North,North,North,North
9,5,1,0,1,0,11,15,North,North,North,North,North
9,6,1,1,0,0,10,15,North,North,North,North,North
9,7,1,1,0,0,10,15,East,East,East,East,East
9,8,0,1,1,1,10,15,East,East,East,East,East
10,8,0,0,1,1,10,15,East,East,East,East,East
11,8,0,0,1,1,11,15,North,North,North,North,North
12,8,1,0,1,1,12,15,North,North,North,North,North
12,9,1,1,0,0,12,15,North,North,North,North,North
12,10,1,1,0,0,12,15,West,West,West,West,West
12,11,0,1,0,1,10,15,West,West,West,West,West
11,11,0,0,1,1,10,15,West,West,West,West,West
10,11,0,0,1,1,11,15,West,West,West,West,West
9,11,0,0,1,1,10,15,North,North,North,North,North
8,11,1,0,1,1,10,15,North,North,North,North,North
8,12,1,1,0,0,10,15,North,North,North,North,North
8,13,1,1,1,0,11,15,North,North,North,North,North
8,14,1,1,0,0,11,15,North,North,North,North,North
8,15,1,1,0,1,12,15,North,North,North,North,North
8,16,1,1,0,0,12,17,East,East,East,East,East
8,17,0,1,1,0,12,18,East,East,East,East,East
9,17,0,0,1,1,13,17,East,East,East,East,East
10,17,0,0,1,1,12,18,East,East,East,East,East
11,17,0,0,1,1,12,18,North,North,North,North,North
12,17,1,0,1,1,14,17,North,Stop,North,North,North
12,18,1,1,0,0,14,17,North,Stop,North,North,North
12,19,1,1,0,0,13,17,West,Stop,West,West,West
12,20,0,1,0,1,12,17,West,Stop,West,West,West
11,20,0,0,1,1,12,17,West,Stop,West,West,West
10,20,0,0,1,1,13,17,North,Stop,North,North,North
9,20,1,0,1,0,13,17,North,Stop,North,North,North
9,21,1,1,0,0,13,17,North,Stop,North,North,North
9,22,1,1,0,0,13,17,East,Stop,East,East,East
9,23,0,1,1,1,14,17,East,Stop,East,East,East
10,23,0,0,1,1,13,17,East,Stop,East,East,East
11,23,0,0,1,1,13,16,East,Stop,East,East,East
12,23,1,0,1,1,13,16,East,Stop,East,East,East
13,23,0,0,1,1,13,17,East,Stop,East,East,East
14,23,0,0,1,1,12,17,North,Stop,North,North,North
15,23,1,0,1,1,12,18,North,Stop,North,North,North
15,24,1,1,0,0,12,19,North,Stop,North,North,North
15,25,1,1,0,0,12,20,North,Stop,North,North,North
15,26,1,1,0,0,12,19,East,Stop,East,East,East
15,27,0,1,1,0,12,20,East,Stop,East,East,East
16,27,0,0,1,1,12,19,East,Stop,East,East,East
17,27,0,0,1,1,12,20,East,Stop,East,East,East
18,27,0,0,1,1,12,20,East,Stop,East,East,East
19,27,0,0,1,1,12,20,East,Stop,East,East,East
20,27,0,0,1,1,12,19,South,Stop,South,South,South
21,27,0,1,1,1,12,20,South,Stop,South,South,South
21,26,1,1,0,0,12,20,South,Stop,South,South,South
21,25,1,1,0,0,12,19,South,Stop,South,South,South
21,24,1,1,0,0,12,20,West,Stop,West,West,West
21,23,1,1,1,1,12,19,West,Stop,West,West,West
20,23,0,0,1,1,12,20,West,Stop,West,West,West
19,23,0,0,1,1,12,20,South,Stop,South,South,South
18,23,0,1,1,1,12,20,South,Stop,South,South,South
18,22,1,1,0,0,12,20,South,Stop,South,South,South
18,21,1,1,0,0,11,20,West,Stop,West,West,West
18,20,1,0,0,1,12,20,West,Stop,West,West,West
17,20,0,0,1,1,12,20,West,Stop,West,West,West
16,20,0,0,1,1,15,17,South,Stop,South,South,South
15,20,0,1,1,0,14,17,South,Stop,South,South,South
15,19,1,1,0,0,15,17,South,Stop,South,South,South
15,18,1,1,0,0,13,17,West,Stop,West,Stop,West
15,17,1,0,1,1,12,20,Stop,Stop,West,Stop,West
14,17,0,1,1,1,12,20,Stop,Stop,West,Stop,West
13,17,0,1,1,1,11,20,Stop,Stop,North,Stop,North
12,17,1,0,1,1,11,20,Stop,Stop,North,Stop,North
12,18,1,1,0,0,12,20,Stop,Stop,North,Stop,North
1,18,0,1,1,0,6,9,South,South,South,South,South
1,17,1,1,0,0,6,10,South,South,South,South,South
1,16,1,1,1,0,6,9,South,South,South,South,South
1,15,1,1,1,0,6,9,South,South,South,South,South
1,14,1,1,1,0,5,9,South,South,South,South,South
1,13,1,1,0,0,5,8,South,South,South,South,South
1,12,1,1,1,0,5,7,South,South,South,South,South
1,11,1,1,0,0,5,8,South,South,South,South,South
1,10,1,1,0,0,6,8,South,South,South,South,South
1,9,1,1,0,0,6,9,South,South,South,South,South
1,8,1,1,0,0,6,8,South,South,South,South,South
1,7,1,1,0,0,6,7,East,East,East,East,East
1,6,1,1,1,0,6,6,East,East,East,East,East
2,6,0,1,1,1,6,6,East,East,East,East,East
3,6,1,1,1,1,5,6,East,East,East,East,East
4,6,1,1,1,1,10,5,Stop,East,East,East,East
5,6,1,1,1,1,10,6,Stop,East,East,East,East
6,6,1,0,1,1,10,7,Stop,East,East,East,East
7,6,0,0,1,1,10,6,Stop,East,East,East,East
8,6,1,1,1,1,11,6,Stop,East,East,East,East
9,6,1,1,1,1,11,5,Stop,East,East,East,East
10,6,1,1,1,1,13,3,Stop,Stop,South,South,South
11,6,1,1,0,1,14,3,Stop,Stop,South,South,South
11,5,1,1,0,1,15,3,Stop,Stop,South,South,South
11,4,1,1,0,1,15,4,Stop,Stop,West,West,West
11,3,1,0,0,1,16,4,Stop,Stop,North,North,North
10,3,1,0,1,1,16,4,Stop,Stop,East,East,East
10,4,1,1,1,1,16,4,Stop,Stop,North,North,North
11,4,1,1,0,1,16,3,Stop,Stop,North,North,North
11,5,1,1,0,1,17,3,Stop,Stop,North,North,North
11,6,1,1,0,1,18,3,Stop,Stop,North,North,North
11,7,1,1,0,1,18,4,Stop,Stop,North,North,North
11,8,1,1,0,1,18,4,Stop,Stop,North,North,North
11,9,1,1,0,1,18,5,Stop,Stop,North,North,North
11,10,1,1,0,1,18,4,Stop,Stop,North,North,North
11,11,1,1,0,1,17,4,Stop,Stop,East,East,East
11,12,0,1,1,1,17,5,Stop,Stop,East,East,East
12,12,0,0,1,1,18,5,Stop,Stop,South,South,South
13,12,0,1,1,1,18,5,Stop,Stop,South,South,South
13,11,1,1,1,0,17,5,Stop,Stop,South,South,South
13,10,1,1,1,0,17,6,Stop,Stop,South,South,South
13,9,1,1,1,0,17,5,Stop,Stop,South,South,South
13,8,1,1,1,0,17,5,Stop,Stop,South,South,South
13,7,1,1,1,0,17,4,Stop,Stop,South,South,South
13,6,1,1,1,0,16,4,Stop,Stop,South,South,South
13,5,1,1,1,0,16,4,Stop,Stop,East,East,East
13,4,1,1,1,0,15,4,Stop,Stop,East,East,East
14,4,1,1,1,1,26,8,Stop,Stop,Stop,East,East
15,4,0,1,1,1,27,8,Stop,Stop,Stop,East,East
16,4,0,1,1,1,28,8,Stop,Stop,Stop,East,East
17,4,1,1,1,1,28,8,Stop,Stop,Stop,East,East
18,4,1,1,1,1,28,8,Stop,Stop,Stop,East,East
19,4,1,1,1,1,28,8,Stop,Stop,Stop,East,East
20,4,1,1,1,1,28,9,Stop,Stop,Stop,East,East
21,4,0,1,1,1,28,8,Stop,Stop,Stop,East,East
22,4,0,1,1,1,28,7,Stop,Stop,Stop,East,East
23,4,1,1,1,1,27,7,Stop,Stop,Stop,East,East
24,4,1,1,1,1,27,8,Stop,Stop,Stop,East,East
25,4,1,1,1,1,27,9,Stop,Stop,Stop,East,East
26,4,1,1,1,1,27,9,Stop,Stop,Stop,North,North
27,4,1,1,1,1,26,9,Stop,Stop,Stop,West,West
27,5,1,1,1,1,26,10,Stop,Stop,Stop,North,North
26,5,1,1,1,1,27,10,Stop,Stop,Stop,East,East
26,6,1,1,1,1,27,9,Stop,Stop,Stop,North,North
27,6,1,1,1,1,26,9,Stop,Stop,Stop,West,West
14,3,0,0,1,1,13,15,West,West,West,West,West
13,3,0,0,1,1,12,15,North,North,North,North,North
12,3,1,0,1,1,12,15,North,North,North,North,North
12,4,1,1,0,0,12,15,West,West,West,West,West
12,5,0,1,0,1,10,15,West,West,West,West,West
11,5,0,0,1,1,10,15,West,West,West,West,West
10,5,0,0,1,1,11,15,North,North,North,North,North
9,5,1,0,1,0,11,15,North,North,North,North,North
9,6,1,1,0,0,11,15,North,North,North,North,North
9,7,1,1,0,0,11,15,East,East,East,East,East
9,8,0,1,1,1,11,15,East,East,East,East,East
10,8,0,0,1,1,12,15,East,East,East,East,East
11,8,0,0,1,1,12,15,North,North,North,North,North
12,8,1,0,1,1,12,15,North,North,North,North,North
12,9,1,1,0,0,13,15,North,North,North,North,North
12,10,1,1,0,0,12,15,West,West,West,West,West
12,11,0,1,0,1,13,15,West,West,West,West,West
11,11,0,0,1,1,13,15,West,West,West,West,West
10,11,0,0,1,1,13,15,West,West,West,West,West
9,11,0,0,1,1,14,15,North,North,North,North,North
8,11,1,0,1,1,14,15,North,North,North,North,North
8,12,1,1,0,0,13,15,North,North,North,North,North
8,13,1,1,1,0,12,15,North,North,North,North,North
8,14,1,1,0,0,11,15,North,North,North,North,North
8,15,1,1,0,1,11,15,North,North,North,North,North
8,16,1,1,0,0,11,15,East,East,East,East,East
8,17,0,1,1,0,10,15,East,East,East,East,East
9,17,0,0,1,1,10,15,East,East,East,East,East
10,17,0,0,1,1,10,15,East,East,East,East,East
11,17,0,0,1,1,11,15,East,East,East,East,East
12,17,1,0,1,1,13,15,South,South,South,South,South
13,17,0,1,1,1,13,15,South,South,South,Stop,South
13,16,1,1,1,0,16,15,East,Stop,Stop,Stop,East
13,15,1,0,1,1,15,15,East,Stop,Stop,Stop,East
14,3,0,0,1,1,14,15,West,West,West,West,West
13,3,0,0,1,1,12,15,North,North,North,North,North
12,3,1,0,1,1,13,15,North,North,North,North,North
12,4,1,1,0,0,13,16,West,West,West,West,West
12,5,0,1,0,1,13,15,West,West,West,West,West
11,5,0,0,1,1,13,16,West,West,West,West,West
10,5,0,0,1,1,14,16,North,North,North,North,North
9,5,1,0,1,0,13,16,North,North,North,North,North
9,6,1,1,0,0,14,15,North,North,North,North,North
9,7,1,1,0,0,13,16,East,East,East,East,East
9,8,0,1,1,1,13,15,East,East,East,East,East
10,8,0,0,1,1,13,16,East,East,East,East,East
11,8,0,0,1,1,13,15,North,North,North,North,North
12,8,1,0,1,1,14,15,North,North,North,North,North
12,9,1,1,0,0,15,15,North,North,North,North,North
12,10,1,1,0,0,15,15,West,West,West,West,West
12,11,0,1,0,1,14,15,West,West,West,West,West
