@relation 'log.arff-weka.filters.unsupervised.attribute.Remove-R23-26-weka.filters.unsupervised.attribute.AddExpression-E(a7+a9+a11+a13)/4-NmeanGhostx-weka.filters.unsupervised.attribute.AddExpression-E(a8+a10+a12+a14)/4-NmeanGhosty-weka.filters.unsupervised.attribute.AddExpression-E(a15+a16+a17+a18)/4-NmeanDist-weka.filters.unsupervised.attribute.Reorder-R1-22,24-26,23'

@attribute PacX numeric
@attribute PacY numeric
@attribute LegalNorth {1,0}
@attribute LegalSouth {1,0}
@attribute LegalEast {1,0}
@attribute LegalWest {1,0}
@attribute Gosth1x numeric
@attribute Gosth1y numeric
@attribute Gosth2x numeric
@attribute Gosth2y numeric
@attribute Gosth3x numeric
@attribute Gosth3y numeric
@attribute Gosth4x numeric
@attribute Gosth4y numeric
@attribute DistGosth1 numeric
@attribute DistGosth2 numeric
@attribute DistGosth3 numeric
@attribute DistGosth4 numeric
@attribute GhostDir1 {North,South,East,West,Stop}
@attribute GhostDir2 {North,South,East,West,Stop}
@attribute GhostDir3 {North,South,East,West,Stop}
@attribute GhostDir4 {North,South,East,West,Stop}
@attribute meanGhostx numeric
@attribute meanGhosty numeric
@attribute meanDist numeric
@attribute Direction {North,South,East,West,Stop}

@data
1,16,1,1,1,0,6,9,11,3,15,6,25,13,12,23,24,26,East,Stop,West,North,14.25,7.75,21.25,South
1,15,1,1,1,0,6,9,11,3,14,6,25,14,11,22,22,24,East,Stop,East,North,14,8,19.75,South
1,14,1,1,1,0,6,9,11,3,15,6,25,15,10,21,22,26,South,Stop,West,West,14.25,8.25,19.75,South
1,13,1,1,0,0,6,8,11,3,14,6,25,16,10,20,20,26,South,Stop,East,East,14,8.25,19,South
1,12,1,1,1,0,6,8,11,3,15,6,24,16,9,19,20,28,South,North,East,South,14,8.25,19,South
1,11,1,1,0,0,6,7,11,4,15,6,25,16,9,17,19,28,North,South,West,North,14.25,8.25,18.25,South
1,10,1,1,0,0,6,8,11,3,14,6,25,15,7,17,17,30,South,North,West,South,14,8,17.75,South
1,9,1,1,0,0,6,7,11,4,13,6,25,16,7,15,15,30,West,North,East,South,13.75,8.25,16.75,South
1,8,1,1,0,0,5,7,11,4,14,6,25,15,5,14,15,30,West,North,West,South,13.75,8,16,South
1,7,1,1,0,0,5,7,11,5,13,6,25,14,4,12,13,31,South,South,East,South,13.5,8,15,South
1,6,1,1,1,0,5,6,11,4,14,6,25,14,4,12,13,31,South,South,North,South,13.75,7.5,15,East
1,5,1,1,1,0,5,5,11,3,14,7,25,13,4,12,15,32,West,West,West,North,13.75,7,15.75,East
2,5,1,1,1,1,4,5,10,3,13,7,25,13,2,10,13,32,Stop,East,East,West,13,7,14.25,East
3,5,1,1,1,1,4,5,11,3,14,7,25,14,1,10,13,30,Stop,North,North,North,13.5,7.25,13.5,East
4,5,1,1,1,1,1,1,11,4,14,8,24,14,-1,8,13,30,Stop,South,South,West,12.5,6.75,12.5,South
5,5,1,1,0,1,1,1,11,3,14,7,24,15,-1,8,11,28,Stop,South,South,North,12.5,6.5,11.5,South
5,4,1,1,0,1,1,1,11,3,14,6,23,15,-1,7,11,30,Stop,South,East,South,12.25,6.25,11.75,East
5,3,1,0,1,1,1,1,11,3,15,6,23,16,-1,6,13,30,Stop,South,East,North,12.5,6.5,12,East
6,3,0,0,1,1,1,1,11,3,16,6,23,15,-1,5,13,30,Stop,North,East,South,12.75,6.25,11.75,East
7,3,0,0,1,1,1,1,11,4,17,6,23,16,-1,5,13,28,Stop,North,West,West,13,6.75,11.25,North
8,3,1,0,1,1,1,1,11,5,16,6,23,15,-1,5,11,26,Stop,North,West,North,12.75,6.75,10.25,North
8,4,1,1,1,0,1,1,11,5,16,6,22,15,-1,4,10,26,Stop,West,East,West,12.5,6.75,9.75,East
8,5,1,1,1,0,1,1,10,5,17,6,22,16,-1,2,10,24,Stop,South,West,South,12.5,7,8.75,East
9,5,1,1,1,1,1,1,10,4,16,6,21,16,-1,2,8,22,Stop,Stop,West,West,12,6.75,7.75,East
10,5,1,1,1,1,1,1,3,1,16,6,21,15,-1,-1,7,20,Stop,Stop,East,South,10.25,5.75,6.25,North
11,5,1,1,0,1,1,1,3,1,17,6,20,15,-1,-1,7,18,Stop,Stop,West,West,10.25,5.75,5.75,North
11,6,1,1,0,1,1,1,3,1,16,6,20,14,-1,-1,5,16,Stop,Stop,West,West,10,5.5,4.75,North
11,7,1,1,0,1,1,1,3,1,16,6,19,14,-1,-1,6,14,Stop,Stop,East,West,9.75,5.5,4.5,North
11,8,1,1,0,1,1,1,3,1,17,6,18,14,-1,-1,8,12,Stop,Stop,South,South,9.75,5.5,4.5,North
11,9,1,1,0,1,1,1,3,1,17,5,17,14,-1,-1,10,10,Stop,Stop,East,South,9.5,5.25,4.5,North
11,10,1,1,0,1,1,1,3,1,18,5,17,13,-1,-1,12,8,Stop,Stop,South,West,9.75,5,4.5,North
11,11,1,1,0,1,1,1,3,1,18,4,17,12,-1,-1,14,6,Stop,Stop,East,East,9.75,4.5,4.5,East
11,12,0,1,1,1,1,1,3,1,19,4,16,12,-1,-1,16,6,Stop,Stop,East,South,9.75,4.5,5,East
12,12,0,0,1,1,1,1,3,1,19,4,17,12,-1,-1,15,6,Stop,Stop,East,North,10,4.5,4.75,South
13,12,0,1,1,1,1,1,3,1,19,4,17,11,-1,-1,14,4,Stop,Stop,East,North,10,4.25,4,East
13,11,1,1,1,0,1,1,3,1,19,4,17,12,-1,-1,13,5,Stop,Stop,North,North,10,4.5,4,East
14,11,1,1,1,1,1,1,3,1,19,5,17,12,-1,-1,11,4,Stop,Stop,East,East,10,4.75,3.25,East
15,11,1,1,1,1,1,1,3,1,20,5,17,12,-1,-1,11,4,Stop,Stop,East,West,10.25,4.75,3.25,East
16,11,1,1,1,1,1,1,3,1,20,5,18,12,-1,-1,10,2,Stop,Stop,East,East,10.5,4.75,2.5,North
17,11,1,1,1,1,1,1,3,1,20,5,17,12,-1,-1,9,2,Stop,Stop,North,North,10.25,4.75,2.25,East
17,12,1,1,1,1,1,1,3,1,20,6,18,12,-1,-1,9,2,Stop,Stop,South,West,10.5,5,2.25,North
18,12,1,1,1,1,1,1,3,1,20,5,18,13,-1,-1,9,2,Stop,Stop,North,South,10.5,5,2.25,West
18,13,1,1,1,1,1,1,3,1,20,6,17,13,-1,-1,9,2,Stop,Stop,North,Stop,10.25,5.25,2.25,South
17,13,1,1,1,0,1,1,3,1,20,6,17,12,-1,-1,10,1,Stop,Stop,North,Stop,10.25,5,2.25,South
17,12,1,1,1,1,1,1,3,1,20,6,7,1,-1,-1,9,-1,Stop,Stop,North,Stop,7.75,2.25,1.5,East
17,11,1,1,1,1,1,1,3,1,20,6,7,1,-1,-1,8,-1,Stop,Stop,North,Stop,7.75,2.25,1.25,East
18,11,1,1,1,1,1,1,3,1,20,6,7,1,-1,-1,7,-1,Stop,Stop,North,Stop,7.75,2.25,1,East
19,11,1,1,1,1,1,1,3,1,20,6,7,1,-1,-1,6,-1,Stop,Stop,North,Stop,7.75,2.25,0.75,South
20,11,1,1,0,1,1,1,3,1,20,6,7,1,-1,-1,5,-1,Stop,Stop,South,Stop,7.75,2.25,0.5,East
20,10,1,0,1,1,1,1,3,1,20,5,7,1,-1,-1,5,-1,Stop,Stop,South,Stop,7.75,2,0.5,East
21,10,0,0,1,1,1,1,3,1,20,4,7,1,-1,-1,7,-1,Stop,Stop,South,Stop,7.75,1.75,1,North
22,10,1,0,1,1,1,1,3,1,20,4,7,1,-1,-1,8,-1,Stop,Stop,South,Stop,7.75,1.75,1.25,East
22,11,0,1,1,0,1,1,3,1,20,3,7,1,-1,-1,10,-1,Stop,Stop,South,Stop,7.75,1.5,1.75,East
23,11,0,1,1,1,1,1,3,1,20,3,7,1,-1,-1,11,-1,Stop,Stop,West,Stop,7.75,1.5,2,East
24,11,0,1,1,1,1,1,3,1,19,3,7,1,-1,-1,13,-1,Stop,Stop,North,Stop,7.5,1.5,2.5,South
25,11,0,1,0,1,1,1,3,1,19,4,7,1,-1,-1,13,-1,Stop,Stop,South,Stop,7.5,1.75,2.5,South
25,10,1,1,0,1,1,1,3,1,19,3,7,1,-1,-1,13,-1,Stop,Stop,North,Stop,7.5,1.5,2.5,South
25,9,1,1,0,1,1,1,3,1,19,4,7,1,-1,-1,11,-1,Stop,Stop,North,Stop,7.5,1.75,2,South
25,8,1,1,0,1,1,1,3,1,19,4,7,1,-1,-1,10,-1,Stop,Stop,North,Stop,7.5,1.75,1.75,South
25,7,1,1,0,1,1,1,3,1,19,5,7,1,-1,-1,8,-1,Stop,Stop,North,Stop,7.5,2,1.25,West
25,6,1,1,0,1,1,1,3,1,19,6,7,1,-1,-1,6,-1,Stop,Stop,North,Stop,7.5,2.25,0.75,West
24,6,1,1,1,1,1,1,3,1,19,6,7,1,-1,-1,5,-1,Stop,Stop,East,Stop,7.5,2.25,0.5,West
23,6,1,1,1,1,1,1,3,1,20,6,7,1,-1,-1,3,-1,Stop,Stop,Stop,Stop,7.75,2.25,0,West
1,18,0,1,1,0,5,9,11,3,17,6,25,13,13,25,28,29,West,West,South,Stop,14.5,7.75,23.75,South
1,17,1,1,0,0,4,9,10,3,17,5,25,13,11,23,28,28,West,North,South,Stop,14,7.5,22.5,South
1,16,1,1,1,0,3,9,10,4,17,5,25,13,9,21,27,27,North,West,East,North,13.75,7.75,21,South
1,15,1,1,1,0,3,10,9,4,18,5,25,13,7,19,27,25,North,South,East,North,13.75,8,19.5,South
1,14,1,1,1,0,3,10,9,3,19,5,25,14,6,19,27,24,South,South,South,South,14,8,19,South
1,13,1,1,0,0,3,9,9,3,19,4,25,14,6,18,27,24,South,West,East,South,14,7.5,18.75,South
1,12,1,1,1,0,3,9,8,3,20,4,25,13,5,16,27,25,North,East,East,South,14,7.25,18.25,South
1,11,1,1,0,0,3,10,9,3,21,4,25,13,3,16,27,26,East,North,East,South,14.5,7.5,18,South
1,10,1,1,0,0,4,10,9,4,21,4,25,13,3,14,26,27,East,North,East,North,14.75,7.75,17.5,South
1,9,1,1,0,0,5,10,9,4,22,4,25,13,5,13,26,29,East,West,South,North,15.25,7.75,18.25,South
1,8,1,1,0,0,5,10,8,4,22,3,25,14,6,11,26,30,South,East,West,North,15,7.75,18.25,South
1,7,1,1,0,0,5,9,9,4,21,3,25,14,6,11,24,31,West,East,West,West,15,7.5,18,East
1,6,1,1,1,0,4,9,10,4,21,3,25,14,6,11,23,31,South,South,West,West,15,7.5,17.75,East
2,6,0,1,1,1,4,8,10,3,20,3,24,14,4,11,21,30,West,North,West,West,14.5,7,16.5,North
3,6,1,1,1,1,3,8,10,4,20,3,24,14,2,9,20,28,Stop,North,West,West,14.25,7.25,14.75,North
3,7,1,1,1,0,1,1,10,4,19,3,23,14,-1,10,20,27,Stop,North,West,East,13.25,5.5,14,East
3,8,1,1,1,0,1,1,10,5,18,3,23,14,-1,10,20,27,Stop,North,North,North,13,5.75,14,East
4,8,1,1,1,1,1,1,10,6,18,4,24,14,-1,8,18,27,Stop,West,North,North,13.25,6.25,13,East
5,8,1,1,1,1,1,1,9,6,18,4,24,15,-1,6,17,26,Stop,West,West,West,13,6.5,12,South
6,8,1,1,0,1,1,1,9,6,17,4,24,15,-1,5,15,24,Stop,West,West,West,12.75,6.5,10.75,South
6,7,1,1,0,1,1,1,9,6,17,4,23,15,-1,4,14,25,Stop,West,North,South,12.5,6.5,10.5,East
6,6,1,0,1,1,1,1,8,6,17,5,23,15,-1,2,12,25,Stop,South,East,South,12.25,6.75,9.5,East
7,6,0,0,1,1,1,1,8,5,18,5,23,14,-1,2,12,23,Stop,East,South,West,12.5,6.25,9,East
8,6,1,1,1,1,1,1,9,5,18,4,23,13,-1,2,12,21,Stop,West,North,East,12.75,5.75,8.5,South
9,6,1,1,1,1,1,1,8,5,18,5,22,13,-1,2,10,21,Stop,South,North,West,12.25,6,8,West
9,5,1,1,1,1,1,1,8,4,18,5,23,13,-1,2,9,21,Stop,Stop,South,East,12.5,5.75,7.75,South
8,5,1,1,1,0,1,1,8,4,18,4,22,13,-1,1,11,23,Stop,Stop,South,East,12.25,5.5,8.5,South
8,4,1,1,1,0,1,1,3,1,18,3,23,13,-1,-1,11,24,Stop,Stop,West,West,11.25,4.5,8.25,East
8,3,1,0,1,1,1,1,3,1,17,3,23,13,-1,-1,9,24,Stop,Stop,East,North,11,4.5,7.75,East
9,3,1,0,1,1,1,1,3,1,18,3,22,13,-1,-1,9,24,Stop,Stop,East,North,11,4.5,7.75,East
10,3,1,0,1,1,1,1,3,1,18,3,22,14,-1,-1,8,24,Stop,Stop,East,North,11,4.75,7.5,North
11,3,1,0,0,1,1,1,3,1,19,3,22,15,-1,-1,8,24,Stop,Stop,West,West,11.25,5,7.5,North
11,4,1,1,0,1,1,1,3,1,18,3,22,16,-1,-1,8,22,Stop,Stop,North,South,11,5.25,7,North
11,5,1,1,0,1,1,1,3,1,18,4,21,16,-1,-1,8,20,Stop,Stop,West,South,10.75,5.5,6.5,North
11,6,1,1,0,1,1,1,3,1,17,4,21,15,-1,-1,8,19,Stop,Stop,East,West,10.5,5.25,6.25,North
11,7,1,1,0,1,1,1,3,1,18,4,21,15,-1,-1,10,17,Stop,Stop,East,North,10.75,5.25,6.25,North
11,8,1,1,0,1,1,1,3,1,18,4,20,15,-1,-1,11,17,Stop,Stop,South,North,10.5,5.25,6.5,North
11,9,1,1,0,1,1,1,3,1,18,3,20,16,-1,-1,13,17,Stop,Stop,West,North,10.5,5.25,7,North
11,10,1,1,0,1,1,1,3,1,17,3,20,17,-1,-1,13,17,Stop,Stop,West,South,10.25,5.5,7,North
11,11,1,1,0,1,1,1,3,1,17,3,20,18,-1,-1,14,15,Stop,Stop,West,South,10.25,5.75,6.75,East
11,12,0,1,1,1,1,1,3,1,17,3,20,17,-1,-1,15,13,Stop,Stop,West,East,10.25,5.5,6.5,East
12,12,0,0,1,1,1,1,3,1,16,3,20,16,-1,-1,13,13,Stop,Stop,North,East,10,5.25,6,South
13,12,0,1,1,1,1,1,3,1,16,4,21,16,-1,-1,11,13,Stop,Stop,North,East,10.25,5.5,5.5,South
13,11,1,1,1,0,1,1,3,1,16,4,22,16,-1,-1,10,15,Stop,Stop,East,East,10.5,5.5,5.75,South
13,10,1,1,1,0,1,1,3,1,17,4,23,16,-1,-1,10,16,Stop,Stop,North,East,11,5.5,6,South
13,9,1,1,1,0,1,1,3,1,17,5,23,16,-1,-1,8,17,Stop,Stop,South,East,11,5.75,5.75,South
13,8,1,1,1,0,1,1,3,1,17,4,23,16,-1,-1,8,18,Stop,Stop,East,East,11,5.5,6,South
13,7,1,1,1,0,1,1,3,1,18,4,23,16,-1,-1,8,20,Stop,Stop,South,East,11.25,5.5,6.5,South
13,6,1,1,1,0,1,1,3,1,18,3,24,16,-1,-1,8,22,Stop,Stop,East,East,11.5,5.25,7,South
13,5,1,1,1,0,1,1,3,1,19,3,25,16,-1,-1,8,23,Stop,Stop,East,North,12,5.25,7.25,South
13,4,1,1,1,0,1,1,3,1,20,3,25,16,-1,-1,8,25,Stop,Stop,East,South,12.25,5.25,7.75,East
13,3,1,0,1,0,1,1,3,1,21,3,25,17,-1,-1,8,25,Stop,Stop,East,South,12.5,5.5,7.75,East
14,3,1,0,1,1,1,1,3,1,21,3,25,16,-1,-1,7,24,Stop,Stop,West,South,12.5,5.25,7.25,East
15,3,1,0,1,1,1,1,3,1,20,3,25,16,-1,-1,5,23,Stop,Stop,East,South,12.25,5.25,6.5,East
16,3,1,0,1,1,1,1,3,1,21,3,25,16,-1,-1,5,22,Stop,Stop,West,South,12.5,5.25,6.25,East
17,3,1,0,1,1,1,1,3,1,20,3,25,16,-1,-1,3,21,Stop,Stop,East,South,12.25,5.25,5.5,East
18,3,1,0,1,1,1,1,3,1,21,3,25,16,-1,-1,3,19,Stop,Stop,North,South,12.5,5.25,5,North
19,3,1,0,1,1,1,1,3,1,21,4,25,15,-1,-1,3,18,Stop,Stop,Stop,South,12.5,5.25,4.75,East
19,4,1,1,1,1,1,1,3,1,20,4,25,15,-1,-1,1,16,Stop,Stop,Stop,South,12.25,5.25,3.75,East
20,4,1,1,1,1,1,1,3,1,5,1,25,14,-1,-1,-1,14,Stop,Stop,Stop,South,8.5,4.25,2.75,East
21,4,0,1,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,13,Stop,Stop,Stop,North,8.5,4,2.5,East
22,4,0,1,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,13,Stop,Stop,Stop,North,8.5,4,2.5,East
23,4,1,1,1,1,1,1,3,1,5,1,25,14,-1,-1,-1,12,Stop,Stop,Stop,North,8.5,4.25,2.25,East
24,4,1,1,1,1,1,1,3,1,5,1,25,14,-1,-1,-1,12,Stop,Stop,Stop,West,8.5,4.25,2.25,North
25,4,1,1,0,1,1,1,3,1,5,1,25,15,-1,-1,-1,12,Stop,Stop,Stop,West,8.5,4.5,2.25,North
25,5,1,1,0,1,1,1,3,1,5,1,24,15,-1,-1,-1,12,Stop,Stop,Stop,West,8.25,4.5,2.25,North
25,6,1,1,0,1,1,1,3,1,5,1,23,15,-1,-1,-1,11,Stop,Stop,Stop,West,8,4.5,2,North
25,7,1,1,0,1,1,1,3,1,5,1,23,15,-1,-1,-1,11,Stop,Stop,Stop,West,8,4.5,2,North
25,8,1,1,0,1,1,1,3,1,5,1,22,15,-1,-1,-1,10,Stop,Stop,Stop,South,7.75,4.5,1.75,North
25,9,1,1,0,1,1,1,3,1,5,1,22,15,-1,-1,-1,8,Stop,Stop,Stop,South,7.75,4.5,1.25,North
25,10,1,1,0,1,1,1,3,1,5,1,22,14,-1,-1,-1,7,Stop,Stop,Stop,South,7.75,4.25,1,West
25,11,0,1,0,1,1,1,3,1,5,1,22,14,-1,-1,-1,5,Stop,Stop,Stop,East,7.75,4.25,0.5,West
24,11,0,1,1,1,1,1,3,1,5,1,22,13,-1,-1,-1,3,Stop,Stop,Stop,North,7.75,4,0,South
23,11,0,1,1,1,1,1,3,1,5,1,23,13,-1,-1,-1,3,Stop,Stop,Stop,North,8,4,0,South
23,10,1,1,1,1,1,1,3,1,5,1,23,14,-1,-1,-1,4,Stop,Stop,Stop,West,8,4.25,0.25,South
23,9,1,1,1,0,1,1,3,1,5,1,23,14,-1,-1,-1,6,Stop,Stop,Stop,West,8,4.25,0.75,South
23,8,1,1,1,1,1,1,3,1,5,1,22,14,-1,-1,-1,7,Stop,Stop,Stop,South,7.75,4.25,1,South
23,7,1,1,1,0,1,1,3,1,5,1,22,14,-1,-1,-1,7,Stop,Stop,Stop,East,7.75,4.25,1,West
23,6,1,1,1,1,1,1,3,1,5,1,22,13,-1,-1,-1,7,Stop,Stop,Stop,West,7.75,4,1,West
22,6,0,0,1,1,1,1,3,1,5,1,23,13,-1,-1,-1,7,Stop,Stop,Stop,West,8,4,1,West
21,6,0,0,1,1,1,1,3,1,5,1,22,13,-1,-1,-1,8,Stop,Stop,Stop,East,7.75,4,1.25,West
20,6,0,1,1,1,1,1,3,1,5,1,22,13,-1,-1,-1,10,Stop,Stop,Stop,West,7.75,4,1.75,South
19,6,0,1,1,1,1,1,3,1,5,1,23,13,-1,-1,-1,10,Stop,Stop,Stop,North,8,4,1.75,East
19,5,1,1,1,1,1,1,3,1,5,1,22,13,-1,-1,-1,12,Stop,Stop,Stop,North,7.75,4,2.25,North
20,5,1,1,0,1,1,1,3,1,5,1,22,14,-1,-1,-1,11,Stop,Stop,Stop,South,7.75,4.25,2,East
20,6,0,1,1,1,1,1,3,1,5,1,22,14,-1,-1,-1,9,Stop,Stop,Stop,East,7.75,4.25,1.5,East
21,6,0,0,1,1,1,1,3,1,5,1,22,13,-1,-1,-1,9,Stop,Stop,Stop,West,7.75,4,1.5,East
22,6,0,0,1,1,1,1,3,1,5,1,23,13,-1,-1,-1,7,Stop,Stop,Stop,West,8,4,1,East
23,6,1,1,1,1,1,1,3,1,5,1,22,13,-1,-1,-1,8,Stop,Stop,Stop,East,7.75,4,1.25,East
24,6,1,1,1,1,1,1,3,1,5,1,22,13,-1,-1,-1,8,Stop,Stop,Stop,East,7.75,4,1.25,North
25,6,1,1,0,1,1,1,3,1,5,1,23,13,-1,-1,-1,9,Stop,Stop,Stop,West,8,4,1.5,North
25,7,1,1,0,1,1,1,3,1,5,1,23,13,-1,-1,-1,9,Stop,Stop,Stop,West,8,4,1.5,North
25,8,1,1,0,1,1,1,3,1,5,1,22,13,-1,-1,-1,8,Stop,Stop,Stop,East,7.75,4,1.25,North
25,9,1,1,0,1,1,1,3,1,5,1,22,13,-1,-1,-1,6,Stop,Stop,Stop,North,7.75,4,0.75,North
25,10,1,1,0,1,1,1,3,1,5,1,23,13,-1,-1,-1,6,Stop,Stop,Stop,West,8,4,0.75,West
25,11,0,1,0,1,1,1,3,1,5,1,23,14,-1,-1,-1,6,Stop,Stop,Stop,North,8,4.25,0.75,West
24,11,0,1,1,1,1,1,3,1,5,1,22,14,-1,-1,-1,6,Stop,Stop,Stop,West,7.75,4.25,0.75,West
23,11,0,1,1,1,1,1,3,1,5,1,22,15,-1,-1,-1,6,Stop,Stop,Stop,East,7.75,4.5,0.75,South
22,11,0,1,1,0,1,1,3,1,5,1,21,15,-1,-1,-1,4,Stop,Stop,Stop,East,7.5,4.5,0.25,East
22,10,1,0,1,1,1,1,3,1,5,1,22,15,-1,-1,-1,5,Stop,Stop,Stop,East,7.75,4.5,0.5,North
23,10,1,1,1,1,1,1,3,1,5,1,22,15,-1,-1,-1,5,Stop,Stop,Stop,East,7.75,4.5,0.5,East
23,11,0,1,1,1,1,1,3,1,5,1,23,15,-1,-1,-1,4,Stop,Stop,Stop,South,8,4.5,0.25,South
24,11,0,1,1,1,1,1,3,1,5,1,23,15,-1,-1,-1,4,Stop,Stop,Stop,East,8,4.5,0.25,West
24,10,1,1,1,1,1,1,3,1,5,1,23,14,-1,-1,-1,4,Stop,Stop,Stop,East,8,4.25,0.25,West
23,10,1,1,1,1,1,1,3,1,5,1,24,14,-1,-1,-1,5,Stop,Stop,Stop,East,8.25,4.25,0.5,North
22,10,1,0,1,1,1,1,3,1,5,1,24,14,-1,-1,-1,7,Stop,Stop,Stop,South,8.25,4.25,1,East
22,11,0,1,1,0,1,1,3,1,5,1,25,14,-1,-1,-1,5,Stop,Stop,Stop,North,8.5,4.25,0.5,East
23,11,0,1,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,5,Stop,Stop,Stop,West,8.5,4,0.5,East
24,11,0,1,1,1,1,1,3,1,5,1,25,14,-1,-1,-1,3,Stop,Stop,Stop,East,8.5,4.25,0,South
25,11,0,1,0,1,1,1,3,1,5,1,24,14,-1,-1,-1,3,Stop,Stop,Stop,East,8.25,4.25,0,South
25,10,1,1,0,1,1,1,3,1,5,1,25,14,-1,-1,-1,4,Stop,Stop,Stop,North,8.5,4.25,0.25,South
25,9,1,1,0,1,1,1,3,1,5,1,25,14,-1,-1,-1,6,Stop,Stop,Stop,South,8.5,4.25,0.75,South
25,8,1,1,0,1,1,1,3,1,5,1,25,15,-1,-1,-1,6,Stop,Stop,Stop,West,8.5,4.5,0.75,South
25,7,1,1,0,1,1,1,3,1,5,1,25,14,-1,-1,-1,8,Stop,Stop,Stop,West,8.5,4.25,1.25,West
25,6,1,1,0,1,1,1,3,1,5,1,24,14,-1,-1,-1,9,Stop,Stop,Stop,West,8.25,4.25,1.5,North
24,6,1,1,1,1,1,1,3,1,5,1,24,14,-1,-1,-1,8,Stop,Stop,Stop,North,8.25,4.25,1.25,North
24,7,1,1,1,1,1,1,3,1,5,1,24,14,-1,-1,-1,8,Stop,Stop,Stop,East,8.25,4.25,1.25,North
24,8,1,1,1,1,1,1,3,1,5,1,24,15,-1,-1,-1,8,Stop,Stop,Stop,North,8.25,4.5,1.25,East
24,9,1,1,1,1,1,1,3,1,5,1,25,15,-1,-1,-1,8,Stop,Stop,Stop,South,8.5,4.5,1.25,North
25,9,1,1,0,1,1,1,3,1,5,1,25,16,-1,-1,-1,6,Stop,Stop,Stop,North,8.5,4.75,0.75,North
25,10,1,1,0,1,1,1,3,1,5,1,25,15,-1,-1,-1,6,Stop,Stop,Stop,North,8.5,4.5,0.75,West
25,11,0,1,0,1,1,1,3,1,5,1,25,16,-1,-1,-1,5,Stop,Stop,Stop,North,8.5,4.75,0.5,West
24,11,0,1,1,1,1,1,3,1,5,1,25,16,-1,-1,-1,6,Stop,Stop,Stop,West,8.5,4.75,0.75,South
23,11,0,1,1,1,1,1,3,1,5,1,25,16,-1,-1,-1,6,Stop,Stop,Stop,West,8.5,4.75,0.75,East
23,10,1,1,1,1,1,1,3,1,5,1,24,16,-1,-1,-1,6,Stop,Stop,Stop,West,8.25,4.75,0.75,North
24,10,1,1,1,1,1,1,3,1,5,1,23,16,-1,-1,-1,8,Stop,Stop,Stop,West,8,4.75,1.25,West
24,11,0,1,1,1,1,1,3,1,5,1,22,16,-1,-1,-1,7,Stop,Stop,Stop,West,7.75,4.75,1,West
23,11,0,1,1,1,1,1,3,1,5,1,22,16,-1,-1,-1,7,Stop,Stop,Stop,West,7.75,4.75,1,South
22,11,0,1,1,0,1,1,3,1,5,1,21,16,-1,-1,-1,7,Stop,Stop,Stop,South,7.5,4.75,1,West
22,10,1,0,1,1,1,1,3,1,5,1,20,16,-1,-1,-1,7,Stop,Stop,Stop,East,7.25,4.75,1,West
21,10,0,0,1,1,1,1,3,1,5,1,20,15,-1,-1,-1,5,Stop,Stop,Stop,North,7.25,4.5,0.5,North
20,10,1,0,1,1,1,1,3,1,5,1,21,15,-1,-1,-1,7,Stop,Stop,Stop,East,7.5,4.5,1,North
20,11,1,1,0,1,1,1,3,1,5,1,21,16,-1,-1,-1,7,Stop,Stop,Stop,East,7.5,4.75,1,North
20,12,1,1,0,1,1,1,3,1,5,1,22,16,-1,-1,-1,6,Stop,Stop,Stop,West,7.75,4.75,0.75,North
20,13,1,1,0,1,1,1,3,1,5,1,22,16,-1,-1,-1,4,Stop,Stop,Stop,South,7.75,4.75,0.25,North
20,14,1,1,0,1,1,1,3,1,5,1,21,16,-1,-1,-1,2,Stop,Stop,Stop,East,7.5,4.75,-0.25,East
20,15,1,1,1,0,1,1,3,1,5,1,21,15,-1,-1,-1,2,Stop,Stop,Stop,Stop,7.5,4.5,-0.25,East
1,18,0,1,1,0,5,9,11,3,17,6,25,13,13,25,28,29,South,North,South,North,14.5,7.75,23.75,South
1,17,1,1,0,0,5,8,11,4,17,5,25,13,13,23,28,27,West,West,East,North,14.5,7.5,22.75,South
1,16,1,1,1,0,4,8,10,4,18,5,25,14,11,21,28,26,West,South,South,West,14.25,7.75,21.5,South
1,15,1,1,1,0,3,8,10,3,18,4,25,14,9,21,28,24,East,North,West,West,14,7.25,20.5,South
1,14,1,1,1,0,4,8,10,4,17,4,24,14,9,19,26,22,East,East,South,East,13.75,7.5,19,South
1,13,1,1,0,0,4,8,11,4,17,3,23,14,8,19,26,24,East,North,West,North,13.75,7.25,19.25,South
1,12,1,1,1,0,5,8,11,5,16,3,24,14,8,17,24,26,South,North,West,North,14,7.5,18.75,South
1,11,1,1,0,0,5,7,11,6,15,3,24,15,8,15,22,28,South,North,West,North,13.75,7.75,18.25,South
1,10,1,1,0,0,5,7,11,7,15,3,24,16,7,13,21,29,South,North,West,South,13.75,8.25,17.5,South
1,9,1,1,0,0,5,6,11,8,14,3,24,16,7,11,19,29,North,North,North,West,13.5,8.25,16.5,South
1,8,1,1,0,0,5,7,11,8,14,4,24,15,5,10,17,29,South,South,West,West,13.5,8.5,15.25,South
1,7,1,1,0,0,5,6,11,7,13,4,23,15,5,10,15,29,West,North,West,East,13,8,14.75,East
1,6,1,1,1,0,4,6,11,8,13,4,22,15,3,12,14,31,East,North,East,East,12.5,8.25,15,East
