@relation log.arff

@attribute PacX numeric
@attribute PacY numeric
@attribute LegalNorth {1,0}
@attribute LegalSouth {1,0}
@attribute LegalEast {1,0}
@attribute LegalWest {1,0}
@attribute Gosthx numeric
@attribute Gosthy numeric
@attribute Direction {North,South,East,West,Stop}

@data
7,6,1,1,1,1,10,6,East
8,6,1,1,1,1,10,5,South
9,6,1,1,1,1,11,5,East
9,5,1,1,1,1,11,6,East
10,5,1,1,1,1,11,7,South
11,5,1,1,1,1,11,8,North
11,4,1,1,1,1,11,7,South
11,5,1,1,1,1,11,6,North
11,4,1,1,1,1,12,6,South
11,5,1,1,1,1,11,6,North
11,4,1,1,1,1,23,6,East
11,5,1,1,1,1,22,6,East
12,5,1,1,1,1,21,6,East
13,5,1,1,1,1,21,7,East
14,5,1,1,1,1,21,8,East
15,5,1,1,1,1,20,9,East
16,5,1,1,1,1,20,8,East
17,5,1,1,1,1,19,8,East
18,5,1,1,1,1,19,9,East
19,5,1,1,1,1,19,9,East
20,5,1,1,1,1,20,9,North
21,5,1,1,1,1,20,8,North
21,6,1,1,1,1,21,8,South
21,7,1,1,1,1,21,8,East
21,6,1,1,1,1,21,7,East
22,6,1,1,1,1,21,6,North
23,6,1,1,0,1,21,6,North
23,7,1,1,0,1,20,8,West
23,8,1,1,0,1,20,8,West
22,8,1,1,1,1,20,9,North
21,8,1,1,1,1,18,5,West
21,9,1,1,1,1,19,5,West
20,9,1,1,1,1,19,4,East
19,9,1,1,1,1,18,4,West
20,9,1,1,1,1,18,5,North
19,9,1,1,1,1,18,6,North
19,10,1,1,1,1,19,6,North
19,11,1,1,1,1,19,5,South
19,12,0,1,1,1,19,4,East
19,11,1,1,1,1,19,4,West
20,11,1,1,1,1,20,4,South
19,11,1,1,1,1,19,4,East
19,10,1,1,1,1,18,4,West
20,10,1,1,1,1,18,5,North
19,10,1,1,1,1,17,5,North
19,11,1,1,1,1,18,5,South
19,12,0,1,1,1,18,4,South
19,11,1,1,1,1,18,5,North
19,10,1,1,1,1,17,5,North
19,11,1,1,1,1,17,5,South
19,12,0,1,1,1,17,6,North
19,11,1,1,1,1,17,5,South
19,12,0,1,1,1,17,6,North
19,11,1,1,1,1,17,6,South
19,12,0,1,1,1,17,6,North
19,11,1,1,1,1,18,6,South
19,12,0,1,1,1,17,6,North
19,11,1,1,1,1,17,7,South
19,12,0,1,1,1,18,7,North
19,11,1,1,1,1,18,7,South
19,12,0,1,1,1,18,8,East
19,11,1,1,1,1,18,9,North
20,11,1,1,1,1,17,9,South
20,12,0,1,1,1,17,10,North
20,11,1,1,1,1,16,10,South
20,12,0,1,1,1,16,11,North
20,11,1,1,1,1,17,11,South
20,12,0,1,1,1,17,12,North
20,11,1,1,1,1,17,12,East
20,12,0,1,1,1,18,12,East
21,12,0,1,1,1,19,12,East
22,12,0,1,1,1,18,12,West
23,12,0,1,0,1,18,12,South
22,12,0,1,1,1,19,12,North
22,11,1,1,1,1,20,12,East
22,12,0,1,1,1,21,12,West
9,1,0,0,1,1,10,7,West
10,1,0,0,1,1,9,7,East
9,1,0,0,1,1,10,7,West
10,1,0,0,1,1,10,7,East
9,1,0,0,1,1,10,8,East
10,1,0,0,1,1,11,7,West
11,1,0,0,1,1,10,7,East
10,1,0,0,1,1,10,7,West
11,1,0,0,1,1,10,7,West
10,1,0,0,1,1,9,7,West
9,1,0,0,1,1,8,7,West
8,1,0,0,1,1,9,7,East
7,1,0,0,1,1,9,7,West
8,1,0,0,1,1,9,7,West
7,1,0,0,1,1,5,9,North
6,1,1,0,1,0,6,9,North
6,2,1,1,0,0,8,7,East
6,3,1,1,1,1,8,7,West
7,3,0,0,1,1,6,8,North
6,3,1,1,1,1,6,7,North
6,4,1,1,0,1,6,7,South
6,5,1,1,0,1,6,7,North
6,4,1,1,0,1,6,7,South
6,5,1,1,0,1,6,7,North
6,4,1,1,0,1,5,7,West
6,5,1,1,0,1,5,6,West
5,5,1,1,1,1,5,6,North
4,5,1,1,1,1,7,9,North
4,6,1,1,1,1,6,9,East
4,7,0,1,1,1,7,9,South
5,7,0,1,1,1,6,9,East
5,6,1,1,1,1,6,9,South
6,6,1,1,0,1,6,9,North
6,5,1,1,0,1,6,10,West
6,6,1,1,0,1,6,10,East
5,6,1,1,1,1,6,10,South
6,6,1,1,0,1,6,9,West
6,5,1,1,0,1,6,10,East
5,5,1,1,1,1,6,9,South
6,5,1,1,0,1,6,10,North
6,4,1,1,0,1,6,11,West
6,5,1,1,0,1,6,10,East
5,5,1,1,1,1,6,9,West
6,5,1,1,0,1,6,8,North
5,5,1,1,1,1,6,7,East
5,6,1,1,1,1,6,7,West
6,6,1,1,0,1,6,7,East
5,6,1,1,1,1,6,10,West
6,6,1,1,0,1,9,8,East
5,6,1,1,1,1,6,11,North
6,6,1,1,0,1,10,8,East
6,7,1,1,1,1,9,8,East
7,7,0,0,1,1,9,9,East
8,7,0,0,1,1,9,10,North
9,7,1,0,1,1,10,10,North
9,8,1,1,1,0,9,10,North
9,9,1,1,1,0,8,11,North
